id,months_on_book,status,dpd,payment_amount
106919,27,Paid,0.0,88.65
108271,33,Paid,0.0,184.68
107308,18,Paid,0.0,63.65
104785,50,Paid,0.0,37.62
112522,47,Default,56.5,52.53
104193,13,Default,97.8,43.76
109920,40,Paid,0.0,70.08
102031,21,Paid,0.0,38.93
108878,9,Paid,0.0,55.7
106544,25,Paid,0.0,44.71
114675,16,Paid,0.0,64.05
108254,4,Paid,0.0,114.39
114175,32,Default,99.4,45.34
113915,51,Paid,0.0,52.5
104290,51,Late,13.6,36.35
106817,52,Written-off,93.6,36.88
101651,54,Paid,0.0,61.47
112064,39,Default,135.8,102.79
104890,6,Paid,0.0,102.04
103702,22,Paid,0.0,52.73
113022,46,Paid,0.0,55.69
100855,36,Paid,0.0,176.46
108457,7,Paid,0.0,57.25
110976,26,Paid,0.0,77.08
103759,15,Late,2.6,52.2
112677,54,Paid,0.0,65.97
111523,35,Paid,0.0,26.77
100027,8,Late,17.9,65.51
109623,53,Paid,0.0,58.59
110066,29,Paid,0.0,26.67
110488,56,Paid,0.0,53.65
112097,32,Paid,0.0,79.71
105227,45,Paid,0.0,24.19
114400,12,Paid,0.0,166.6
107897,12,Late,38.2,43.07
114299,45,Late,17.1,58.97
109460,25,Paid,0.0,52.9
105433,7,Paid,0.0,84.83
112326,12,Paid,0.0,87.15
104474,2,Late,14.3,174.31
105377,30,Paid,0.0,77.47
113818,35,Paid,0.0,72.58
106429,17,Paid,0.0,92.52
112011,11,Late,4.4,89.9
101806,19,Paid,0.0,36.4
103107,14,Paid,0.0,54.59
105950,24,Paid,0.0,144.14
107982,22,Paid,0.0,111.67
113313,1,Late,5.8,72.76
100119,6,Written-off,155.4,35.13
103513,25,Paid,0.0,94.62
105221,10,Paid,0.0,56.94
111108,47,Paid,0.0,25.64
104651,33,Default,151.8,63.33
104198,35,Paid,0.0,111.9
104342,13,Paid,0.0,58.94
112191,50,Paid,0.0,121.81
102660,53,Paid,0.0,35.73
105599,4,Default,41.3,91.1
110201,1,Paid,0.0,62.95
102080,20,Late,26.9,40.05
108300,10,Paid,0.0,65.28
103899,18,Late,12.0,35.5
101050,1,Late,37.6,51.29
113526,5,Paid,0.0,99.88
111955,5,Late,1.2,58.28
111806,26,Paid,0.0,68.89
104444,15,Default,33.4,178.33
101418,44,Paid,0.0,80.63
109418,9,Paid,0.0,90.35
111767,53,Default,46.7,59.56
103652,11,Paid,0.0,67.4
107323,2,Paid,0.0,76.27
109728,18,Late,30.3,86.96
114663,39,Default,66.4,77.72
105832,25,Paid,0.0,45.11
110131,35,Paid,0.0,91.95
103741,7,Written-off,183.3,39.57
105997,44,Paid,0.0,55.49
106886,42,Paid,0.0,57.58
110070,58,Paid,0.0,21.38
102422,4,Paid,0.0,63.92
114268,37,Paid,0.0,93.01
113940,3,Paid,0.0,36.51
108324,53,Default,98.2,89.19
102503,10,Paid,0.0,147.6
103592,4,Late,4.4,70.07
104669,22,Paid,0.0,101.75
109924,4,Default,98.0,36.69
109837,29,Paid,0.0,34.28
100413,8,Paid,0.0,42.87
100269,20,Paid,0.0,55.67
107154,52,Paid,0.0,45.21
111777,39,Paid,0.0,84.39
113660,7,Late,60.2,238.17
105254,8,Default,301.5,34.26
111488,37,Late,6.0,108.9
112894,57,Paid,0.0,38.88
101004,38,Paid,0.0,79.38
101241,35,Paid,0.0,113.5
103511,32,Late,11.8,105.84
105431,55,Paid,0.0,73.25
109416,30,Paid,0.0,111.41
101829,54,Paid,0.0,70.83
101545,57,Paid,0.0,154.37
110887,7,Paid,0.0,88.35
113502,50,Paid,0.0,48.95
107246,47,Paid,0.0,225.8
112959,34,Paid,0.0,31.45
113175,40,Paid,0.0,46.35
110146,12,Paid,0.0,48.7
102577,7,Paid,0.0,72.59
108541,9,Paid,0.0,94.64
106708,42,Paid,0.0,34.19
112026,42,Paid,0.0,89.19
109059,15,Paid,0.0,89.48
100511,24,Paid,0.0,71.02
106961,55,Paid,0.0,150.59
105808,34,Paid,0.0,202.08
109593,15,Paid,0.0,147.43
110078,4,Paid,0.0,73.78
103746,52,Paid,0.0,46.41
109639,25,Paid,0.0,58.63
103729,38,Paid,0.0,67.53
106599,49,Paid,0.0,178.67
109803,13,Paid,0.0,47.41
109959,2,Paid,0.0,106.5
109776,8,Paid,0.0,70.93
111312,6,Paid,0.0,144.65
109620,41,Late,15.7,105.91
109683,33,Paid,0.0,68.76
105502,7,Paid,0.0,36.01
102514,8,Paid,0.0,52.9
102189,20,Paid,0.0,36.68
105069,49,Paid,0.0,108.83
107962,7,Paid,0.0,59.73
106071,49,Late,19.4,35.34
112472,35,Paid,0.0,29.25
112574,15,Late,25.9,99.05
104852,21,Paid,0.0,66.2
114924,18,Late,71.3,49.46
113634,26,Late,11.1,182.19
104552,36,Paid,0.0,35.24
102189,11,Paid,0.0,58.25
101689,1,Paid,0.0,47.35
110373,4,Paid,0.0,62.24
113555,25,Paid,0.0,99.36
108699,37,Paid,0.0,41.04
105557,11,Late,47.4,59.82
109735,5,Paid,0.0,88.72
108063,41,Paid,0.0,40.8
109117,28,Paid,0.0,177.96
102043,57,Late,19.5,51.06
105240,50,Default,75.8,59.19
105672,41,Late,4.3,125.42
113570,55,Paid,0.0,79.77
106101,20,Paid,0.0,98.32
111102,7,Paid,0.0,20.49
110592,22,Paid,0.0,57.64
110625,54,Paid,0.0,199.49
105325,6,Late,27.3,26.21
114307,50,Paid,0.0,63.88
103739,29,Paid,0.0,57.87
100731,21,Late,1.4,73.65
110908,50,Late,23.3,64.99
101100,52,Paid,0.0,80.94
106087,2,Paid,0.0,46.69
113351,10,Paid,0.0,66.18
102192,3,Late,5.5,100.33
103663,19,Paid,0.0,71.48
112074,54,Paid,0.0,50.19
101577,2,Late,8.7,92.08
112672,4,Written-off,327.7,112.86
103474,33,Paid,0.0,27.06
103464,6,Paid,0.0,55.92
113047,34,Paid,0.0,184.66
108688,28,Paid,0.0,215.57
108604,4,Paid,0.0,60.3
105356,35,Paid,0.0,97.86
113373,22,Paid,0.0,77.81
110471,52,Paid,0.0,79.22
102681,29,Paid,0.0,29.01
110046,47,Paid,0.0,45.16
114243,28,Paid,0.0,65.14
112723,50,Paid,0.0,52.16
108094,13,Paid,0.0,70.32
113834,18,Late,11.6,49.56
104377,8,Late,3.7,43.11
109977,28,Paid,0.0,158.0
103473,52,Paid,0.0,74.9
113020,39,Paid,0.0,49.96
110941,54,Paid,0.0,64.6
110988,52,Paid,0.0,58.27
104100,8,Paid,0.0,41.88
106834,2,Late,1.9,82.47
114566,27,Late,6.2,74.05
102537,33,Paid,0.0,101.78
106284,42,Paid,0.0,76.83
100464,53,Paid,0.0,23.81
108142,37,Paid,0.0,50.87
107465,27,Paid,0.0,59.27
113050,56,Paid,0.0,110.61
111398,54,Paid,0.0,36.35
103923,53,Paid,0.0,51.79
114150,28,Paid,0.0,78.74
110612,24,Paid,0.0,65.8
102639,14,Paid,0.0,68.73
109940,27,Paid,0.0,51.22
113406,4,Paid,0.0,85.85
100861,40,Paid,0.0,60.34
108245,36,Paid,0.0,113.18
112048,59,Paid,0.0,69.6
102207,24,Paid,0.0,76.96
108461,37,Paid,0.0,75.63
104490,9,Paid,0.0,115.61
111855,29,Paid,0.0,69.82
106494,45,Paid,0.0,61.98
102530,45,Paid,0.0,68.58
107073,18,Late,29.2,53.0
101206,58,Default,55.5,62.59
101175,51,Paid,0.0,32.84
114938,43,Paid,0.0,66.09
104496,45,Paid,0.0,34.51
107498,6,Paid,0.0,87.13
112949,13,Paid,0.0,131.82
111331,57,Late,21.5,43.75
108489,27,Late,13.9,25.66
110488,13,Paid,0.0,65.29
113938,45,Default,59.6,31.51
111846,25,Paid,0.0,92.27
110239,45,Paid,0.0,67.46
103278,41,Paid,0.0,79.81
114697,32,Paid,0.0,87.38
111030,48,Paid,0.0,65.52
102661,51,Paid,0.0,44.5
100265,8,Paid,0.0,39.47
102103,1,Paid,0.0,184.93
114740,39,Paid,0.0,115.69
100218,2,Paid,0.0,29.38
112792,2,Late,7.1,55.27
105393,48,Paid,0.0,44.01
103663,14,Default,174.0,148.75
110638,1,Paid,0.0,74.56
102704,36,Paid,0.0,41.04
102294,41,Paid,0.0,104.52
102879,32,Paid,0.0,76.96
100076,41,Late,68.8,121.24
101230,29,Paid,0.0,43.95
107088,16,Paid,0.0,35.06
107940,46,Paid,0.0,75.83
103549,40,Paid,0.0,42.72
112184,5,Paid,0.0,55.09
100032,14,Late,5.5,53.6
114976,8,Paid,0.0,99.59
114644,17,Late,43.9,23.43
106444,40,Paid,0.0,50.74
104403,31,Late,15.9,59.25
106594,15,Paid,0.0,49.36
111067,44,Paid,0.0,58.3
103374,1,Paid,0.0,44.28
104273,25,Written-off,233.3,41.49
109300,45,Paid,0.0,136.36
109821,21,Paid,0.0,58.35
112253,58,Paid,0.0,35.41
111860,18,Paid,0.0,52.51
107591,30,Paid,0.0,68.95
114352,33,Late,3.4,43.69
103162,52,Paid,0.0,49.65
101017,2,Paid,0.0,44.28
112234,11,Paid,0.0,50.94
111391,37,Paid,0.0,50.87
114661,31,Late,1.3,86.38
101339,14,Paid,0.0,99.12
111368,43,Paid,0.0,74.34
112683,58,Paid,0.0,54.64
107721,18,Paid,0.0,68.96
109834,52,Paid,0.0,182.67
112084,4,Default,108.7,78.09
101374,32,Late,20.0,81.85
109763,12,Late,8.4,45.21
107902,7,Written-off,153.3,41.6
112739,54,Paid,0.0,50.32
103129,12,Paid,0.0,47.64
114107,46,Default,198.2,77.94
107049,16,Paid,0.0,35.49
103877,3,Paid,0.0,35.03
100336,36,Paid,0.0,266.31
114006,32,Paid,0.0,81.07
105756,42,Paid,0.0,72.43
105445,36,Paid,0.0,99.78
109255,44,Paid,0.0,22.93
101851,43,Default,201.7,20.0
108939,6,Paid,0.0,69.85
112475,33,Paid,0.0,72.46
104265,12,Paid,0.0,112.92
111476,41,Paid,0.0,56.74
112762,39,Paid,0.0,61.11
103644,53,Paid,0.0,101.12
113385,53,Paid,0.0,30.92
105298,57,Paid,0.0,264.56
111418,41,Paid,0.0,39.62
104388,49,Paid,0.0,183.95
113380,54,Default,203.4,39.55
105235,7,Paid,0.0,63.68
103302,29,Paid,0.0,60.78
113093,9,Paid,0.0,105.87
113258,16,Paid,0.0,62.97
111750,59,Paid,0.0,150.13
110918,33,Paid,0.0,60.59
103834,53,Late,12.4,36.89
113238,14,Paid,0.0,84.66
105395,21,Paid,0.0,95.84
100195,4,Late,58.0,71.44
104695,41,Paid,0.0,32.98
108269,35,Paid,0.0,62.08
114492,18,Paid,0.0,65.83
104056,31,Paid,0.0,22.57
105013,16,Paid,0.0,55.37
109175,41,Paid,0.0,38.85
103517,54,Paid,0.0,50.45
114674,21,Paid,0.0,57.2
104783,2,Default,242.2,37.17
106207,20,Paid,0.0,62.3
105787,25,Paid,0.0,75.61
102999,11,Paid,0.0,46.97
109763,2,Paid,0.0,62.77
113187,34,Paid,0.0,26.97
102554,42,Paid,0.0,52.85
107794,30,Paid,0.0,56.72
102074,24,Paid,0.0,39.12
105998,49,Default,108.9,39.86
110044,55,Paid,0.0,20.4
112935,5,Paid,0.0,106.22
107363,18,Paid,0.0,60.41
111900,7,Paid,0.0,36.05
110400,4,Paid,0.0,57.08
101644,24,Paid,0.0,52.66
108985,53,Paid,0.0,30.38
107214,33,Paid,0.0,163.95
101765,47,Paid,0.0,98.9
114061,3,Paid,0.0,36.65
108388,39,Default,100.5,68.48
101569,39,Written-off,102.8,42.92
106673,49,Paid,0.0,53.75
114501,36,Paid,0.0,90.24
110238,22,Paid,0.0,86.31
111512,13,Paid,0.0,39.71
110830,20,Default,42.9,158.85
108508,34,Paid,0.0,68.73
102729,31,Paid,0.0,77.47
104710,38,Late,4.0,58.13
108983,33,Paid,0.0,38.21
102781,24,Paid,0.0,62.33
109526,34,Paid,0.0,63.98
101828,40,Paid,0.0,120.02
100703,28,Paid,0.0,70.2
111738,13,Paid,0.0,161.39
113123,7,Late,12.2,85.08
107453,2,Late,14.5,79.15
104747,54,Paid,0.0,39.48
112938,7,Paid,0.0,78.44
104581,23,Paid,0.0,28.02
110870,27,Paid,0.0,92.88
108614,52,Written-off,98.0,56.13
109951,49,Late,7.6,65.51
108231,42,Late,14.0,35.81
105621,38,Late,15.8,69.54
111395,43,Paid,0.0,72.78
110619,29,Paid,0.0,61.81
103993,43,Paid,0.0,20.0
105315,37,Paid,0.0,38.12
108449,46,Paid,0.0,64.23
104916,54,Paid,0.0,96.57
111720,34,Paid,0.0,57.0
113902,20,Written-off,109.0,27.9
104314,1,Paid,0.0,33.93
107565,12,Paid,0.0,39.68
104824,58,Paid,0.0,52.94
110088,41,Written-off,405.1,69.72
114213,26,Late,8.7,236.85
109277,7,Paid,0.0,73.81
106839,40,Paid,0.0,165.69
114206,43,Default,91.9,90.71
113380,53,Paid,0.0,51.89
109308,30,Paid,0.0,80.45
102896,50,Late,10.9,63.02
107490,50,Paid,0.0,43.9
114950,16,Default,63.0,27.41
105560,2,Default,67.8,73.04
105774,14,Late,27.4,46.1
112527,20,Paid,0.0,70.04
113587,11,Paid,0.0,120.66
114897,6,Paid,0.0,132.76
102355,12,Paid,0.0,55.39
112557,27,Paid,0.0,51.89
105020,22,Paid,0.0,36.11
110975,49,Paid,0.0,49.58
101553,43,Paid,0.0,94.49
113505,55,Paid,0.0,133.82
104467,13,Paid,0.0,92.22
107453,6,Paid,0.0,91.26
112064,34,Paid,0.0,59.02
105209,39,Paid,0.0,43.12
110823,1,Paid,0.0,33.88
100630,33,Paid,0.0,71.23
108668,34,Paid,0.0,60.84
103449,49,Paid,0.0,191.53
104821,37,Late,11.3,26.84
101896,11,Late,79.5,88.61
101433,49,Paid,0.0,61.06
111950,11,Written-off,143.4,32.37
106471,45,Late,42.4,29.34
102240,54,Paid,0.0,42.87
113511,24,Paid,0.0,93.67
110543,32,Default,80.2,52.71
113264,28,Paid,0.0,61.63
103327,28,Written-off,551.0,58.9
109150,46,Paid,0.0,71.41
109653,45,Default,59.1,103.63
104326,36,Paid,0.0,219.26
114518,28,Paid,0.0,108.12
108924,5,Paid,0.0,41.58
111755,28,Default,41.5,34.11
107678,57,Late,34.0,69.37
112977,26,Paid,0.0,78.79
107605,32,Paid,0.0,80.82
110159,14,Paid,0.0,111.9
111761,39,Paid,0.0,44.49
106124,30,Late,1.8,162.1
113192,18,Paid,0.0,31.06
100318,56,Paid,0.0,117.09
109008,36,Paid,0.0,41.12
102751,47,Written-off,357.2,35.56
113134,48,Default,55.0,84.98
107177,46,Paid,0.0,71.54
112801,25,Paid,0.0,26.12
104098,26,Paid,0.0,76.6
111984,57,Paid,0.0,51.16
108331,29,Paid,0.0,22.47
100023,53,Paid,0.0,143.3
102921,17,Late,15.5,145.78
108009,5,Paid,0.0,81.09
103034,21,Paid,0.0,151.65
114093,48,Paid,0.0,54.76
112116,11,Default,159.0,35.48
108639,5,Paid,0.0,45.05
102753,58,Paid,0.0,65.97
101939,4,Late,0.4,38.25
102868,39,Paid,0.0,56.85
101644,42,Paid,0.0,49.58
114210,15,Default,46.9,51.37
106983,19,Late,37.6,224.57
108792,40,Paid,0.0,141.26
114306,4,Paid,0.0,22.91
111618,6,Paid,0.0,51.07
106655,21,Paid,0.0,79.01
111497,57,Default,95.1,72.1
114992,59,Paid,0.0,44.68
111842,15,Paid,0.0,303.57
109127,36,Default,81.3,51.38
102597,24,Late,1.3,100.75
104741,16,Paid,0.0,69.66
102967,45,Paid,0.0,229.49
111981,2,Late,28.6,95.06
113481,14,Paid,0.0,30.34
112739,6,Paid,0.0,55.96
100801,43,Paid,0.0,50.94
105554,50,Default,163.4,41.12
105353,13,Paid,0.0,67.33
105856,4,Paid,0.0,107.38
114197,2,Paid,0.0,196.99
103503,31,Paid,0.0,116.44
114049,50,Paid,0.0,36.76
105710,53,Paid,0.0,51.25
109090,5,Paid,0.0,50.28
114216,57,Paid,0.0,47.16
101935,53,Paid,0.0,34.75
107072,54,Written-off,144.5,67.67
114675,22,Paid,0.0,38.8
109305,46,Paid,0.0,29.67
103212,51,Paid,0.0,61.63
109378,5,Late,10.3,98.07
105356,53,Paid,0.0,52.76
112224,11,Paid,0.0,35.24
109703,54,Paid,0.0,76.23
101421,29,Default,98.0,117.45
101968,47,Paid,0.0,94.72
109249,25,Paid,0.0,41.75
113392,52,Paid,0.0,70.97
101177,58,Paid,0.0,253.43
106536,2,Paid,0.0,90.16
102470,57,Late,8.9,58.28
108898,38,Paid,0.0,29.06
113497,49,Late,1.1,42.93
108744,29,Paid,0.0,30.38
105154,14,Paid,0.0,133.36
108309,4,Paid,0.0,70.67
104966,23,Paid,0.0,98.39
100364,49,Late,13.8,67.99
111400,12,Paid,0.0,67.14
101931,8,Late,2.9,60.08
104752,13,Paid,0.0,57.38
110954,9,Paid,0.0,60.85
100110,21,Paid,0.0,55.25
107289,17,Paid,0.0,50.63
102806,45,Late,0.8,162.18
113507,22,Paid,0.0,223.29
110533,38,Paid,0.0,102.06
107330,44,Paid,0.0,66.39
101328,2,Paid,0.0,38.96
114354,59,Paid,0.0,40.82
113047,27,Paid,0.0,128.1
102732,14,Written-off,178.9,44.24
102848,36,Default,101.6,56.01
103410,28,Paid,0.0,83.66
105667,12,Paid,0.0,60.38
102635,33,Paid,0.0,102.35
105375,32,Paid,0.0,53.46
110342,16,Paid,0.0,20.97
114559,47,Paid,0.0,70.86
103315,12,Paid,0.0,35.36
114596,49,Paid,0.0,80.92
100302,33,Late,84.1,23.0
106060,10,Paid,0.0,151.28
112427,54,Paid,0.0,59.73
100778,30,Paid,0.0,107.44
111911,11,Paid,0.0,35.71
111477,1,Paid,0.0,76.39
112912,39,Late,14.1,43.97
105418,46,Paid,0.0,107.64
100752,14,Default,203.5,45.26
114854,13,Paid,0.0,54.41
114455,2,Paid,0.0,86.25
113942,37,Written-off,127.7,38.11
101545,56,Late,1.6,179.08
104012,11,Paid,0.0,59.66
112710,10,Paid,0.0,103.8
107173,14,Paid,0.0,26.74
111284,8,Paid,0.0,78.1
108644,23,Default,37.6,87.79
101382,20,Paid,0.0,69.43
108938,32,Paid,0.0,20.0
107775,56,Paid,0.0,45.16
101779,55,Late,28.1,70.45
113586,29,Paid,0.0,44.0
113702,29,Written-off,289.5,85.4
100383,7,Default,39.1,26.33
105224,17,Paid,0.0,70.21
110905,3,Paid,0.0,59.42
113776,7,Paid,0.0,103.35
113394,28,Paid,0.0,39.66
109855,2,Paid,0.0,38.23
102554,14,Late,2.1,51.64
101076,9,Paid,0.0,133.41
111159,39,Paid,0.0,147.72
102765,18,Late,49.7,43.36
110395,48,Late,2.2,74.96
114833,38,Paid,0.0,149.45
107104,51,Paid,0.0,145.99
106107,33,Written-off,478.3,56.97
110960,40,Default,32.9,39.74
101300,49,Paid,0.0,42.89
100739,32,Paid,0.0,72.97
110533,48,Paid,0.0,138.25
113568,2,Paid,0.0,20.0
111652,4,Paid,0.0,67.32
104472,55,Paid,0.0,33.81
108937,50,Late,15.1,67.71
107453,50,Paid,0.0,95.63
112646,42,Late,18.1,51.68
100072,47,Late,10.0,39.87
101672,31,Paid,0.0,39.08
105873,40,Paid,0.0,39.78
114586,44,Default,170.7,40.9
112824,53,Paid,0.0,20.0
109988,50,Paid,0.0,65.66
102698,23,Paid,0.0,40.29
112855,5,Paid,0.0,189.88
114403,50,Paid,0.0,38.8
102665,12,Paid,0.0,63.98
102858,58,Late,36.9,40.58
112012,3,Paid,0.0,27.2
104501,58,Paid,0.0,121.28
111263,49,Default,65.9,43.62
106477,45,Paid,0.0,62.92
103982,33,Late,9.1,62.55
102951,11,Paid,0.0,63.91
110195,59,Late,9.6,95.77
105546,41,Paid,0.0,61.7
110521,20,Paid,0.0,83.42
102296,21,Paid,0.0,34.24
102549,27,Paid,0.0,96.81
111734,33,Paid,0.0,74.46
106808,43,Paid,0.0,146.79
102575,47,Paid,0.0,132.61
109818,37,Default,198.7,53.35
110356,32,Paid,0.0,49.3
107592,34,Paid,0.0,42.97
109240,38,Paid,0.0,52.1
103444,33,Paid,0.0,36.81
106389,26,Paid,0.0,102.57
105710,27,Paid,0.0,81.34
103337,57,Paid,0.0,64.84
107233,42,Paid,0.0,46.87
111900,55,Paid,0.0,35.34
108493,50,Paid,0.0,132.45
111574,21,Paid,0.0,89.4
107942,49,Paid,0.0,55.73
100722,35,Late,80.6,22.17
112348,51,Paid,0.0,44.54
110738,44,Paid,0.0,30.02
103594,45,Paid,0.0,80.37
113285,41,Paid,0.0,45.16
110514,18,Paid,0.0,38.57
104955,25,Default,43.5,29.51
111180,38,Late,12.7,63.71
110120,50,Paid,0.0,61.6
105601,26,Paid,0.0,82.0
112028,5,Paid,0.0,51.57
102586,13,Paid,0.0,61.08
105283,22,Paid,0.0,115.63
103927,55,Paid,0.0,51.44
112785,46,Late,0.1,41.95
103904,48,Written-off,216.9,177.44
109565,34,Paid,0.0,67.24
102879,17,Paid,0.0,56.33
103081,38,Paid,0.0,27.05
107089,50,Paid,0.0,25.37
104910,7,Paid,0.0,41.33
103557,3,Paid,0.0,125.81
103220,18,Late,6.2,59.36
104232,12,Paid,0.0,87.49
112720,5,Paid,0.0,135.04
100081,40,Paid,0.0,23.65
108303,14,Paid,0.0,63.38
101722,38,Paid,0.0,38.68
114283,10,Default,65.3,51.71
104927,20,Late,18.3,43.69
108345,26,Paid,0.0,158.46
104705,51,Late,11.5,77.66
105717,12,Paid,0.0,45.75
107277,8,Written-off,101.0,32.69
111818,10,Paid,0.0,62.69
109050,35,Paid,0.0,42.37
114940,50,Paid,0.0,41.34
113666,58,Paid,0.0,52.35
108910,32,Paid,0.0,29.14
100653,16,Paid,0.0,65.28
111605,58,Paid,0.0,69.67
109180,32,Default,118.7,55.71
100287,56,Paid,0.0,110.39
103743,11,Late,4.5,37.37
109913,18,Paid,0.0,32.41
101037,17,Paid,0.0,93.95
111994,55,Late,9.8,245.85
113437,19,Paid,0.0,73.45
103741,39,Paid,0.0,95.16
106810,59,Paid,0.0,41.83
112008,57,Paid,0.0,32.52
105739,8,Late,11.3,34.44
105008,4,Paid,0.0,53.27
110525,51,Paid,0.0,77.55
106503,18,Late,1.2,42.91
105468,44,Paid,0.0,92.81
101157,53,Late,4.7,42.33
107102,45,Paid,0.0,130.64
112165,27,Paid,0.0,56.85
103294,21,Paid,0.0,45.39
106371,54,Paid,0.0,32.05
101080,50,Paid,0.0,86.02
109227,29,Paid,0.0,80.21
111786,16,Paid,0.0,20.0
114268,3,Paid,0.0,99.96
111635,21,Paid,0.0,160.2
103258,32,Paid,0.0,71.81
108633,28,Paid,0.0,67.22
102103,24,Paid,0.0,72.59
113659,58,Late,7.8,73.7
100405,5,Paid,0.0,42.86
103748,17,Paid,0.0,81.69
113592,1,Default,229.2,64.23
111683,55,Paid,0.0,52.59
114856,1,Paid,0.0,52.22
113652,55,Late,2.7,109.35
102416,58,Written-off,204.9,86.76
111667,44,Paid,0.0,62.03
107167,57,Paid,0.0,47.39
111003,24,Paid,0.0,47.14
107631,9,Paid,0.0,142.89
105069,7,Paid,0.0,64.03
106551,5,Late,28.5,228.57
113976,7,Paid,0.0,73.88
111825,42,Paid,0.0,56.85
109634,1,Paid,0.0,29.77
106542,42,Default,166.0,75.8
100177,7,Paid,0.0,116.08
109014,36,Paid,0.0,114.21
108442,36,Paid,0.0,45.59
106942,24,Written-off,176.9,112.52
100438,58,Default,33.1,148.49
108311,2,Paid,0.0,29.74
100576,41,Paid,0.0,44.94
103356,17,Paid,0.0,104.58
111251,26,Paid,0.0,82.77
111869,43,Late,10.4,106.99
102424,6,Default,118.3,50.81
110701,33,Paid,0.0,119.34
111438,51,Paid,0.0,68.81
105641,2,Paid,0.0,41.31
114401,55,Paid,0.0,74.37
105462,30,Paid,0.0,79.11
113236,53,Paid,0.0,51.85
114288,12,Paid,0.0,57.03
109384,8,Paid,0.0,64.2
113094,15,Paid,0.0,28.27
106203,7,Paid,0.0,196.42
113956,43,Paid,0.0,76.44
104461,53,Paid,0.0,106.82
103714,37,Paid,0.0,93.13
101191,53,Paid,0.0,61.03
101054,51,Paid,0.0,37.91
112050,11,Late,3.3,55.54
104201,13,Paid,0.0,82.62
112632,55,Paid,0.0,75.4
101510,33,Paid,0.0,78.1
103500,30,Paid,0.0,38.14
102391,4,Paid,0.0,37.33
100978,34,Late,22.4,70.89
114101,50,Late,3.6,87.49
110154,42,Paid,0.0,62.33
114146,55,Paid,0.0,64.9
113919,7,Paid,0.0,56.62
106382,42,Default,78.6,29.57
103164,17,Paid,0.0,70.5
114080,48,Paid,0.0,36.11
112483,1,Paid,0.0,50.19
101437,39,Paid,0.0,51.29
101930,34,Paid,0.0,59.7
103116,32,Paid,0.0,133.83
114246,40,Paid,0.0,55.02
110729,43,Paid,0.0,107.43
100973,33,Paid,0.0,98.82
108577,3,Paid,0.0,44.64
102272,20,Paid,0.0,91.43
114965,31,Late,7.5,41.14
101437,58,Default,144.2,72.2
108159,14,Paid,0.0,82.41
101869,26,Paid,0.0,20.0
113190,7,Paid,0.0,53.82
104188,11,Default,166.8,25.14
105578,4,Paid,0.0,43.01
107344,49,Written-off,127.4,42.53
114582,22,Default,141.2,58.82
107280,8,Default,251.9,35.0
114535,31,Default,364.7,115.53
110666,7,Paid,0.0,61.16
104621,52,Paid,0.0,66.39
114231,55,Paid,0.0,35.05
104482,47,Late,13.5,101.21
109452,58,Paid,0.0,53.66
101914,37,Paid,0.0,67.43
106540,47,Default,240.9,91.15
101422,34,Paid,0.0,153.05
101592,40,Paid,0.0,35.26
103796,33,Paid,0.0,50.17
108572,18,Paid,0.0,88.54
114414,39,Paid,0.0,45.68
100289,35,Paid,0.0,113.08
107651,34,Paid,0.0,38.55
111936,26,Paid,0.0,57.24
107159,55,Paid,0.0,49.53
100268,43,Late,0.5,106.74
111934,42,Paid,0.0,52.54
100587,32,Late,8.5,33.1
106943,52,Late,10.9,35.97
106376,40,Paid,0.0,39.96
104546,55,Paid,0.0,58.74
111548,58,Paid,0.0,52.73
100210,24,Paid,0.0,97.56
107150,24,Late,17.4,45.71
101555,32,Paid,0.0,53.8
106564,29,Late,9.0,28.29
108774,3,Paid,0.0,162.85
113292,51,Paid,0.0,59.88
114143,3,Late,49.2,33.48
103982,14,Written-off,161.1,94.73
108340,54,Paid,0.0,38.87
107970,5,Written-off,123.8,66.27
100356,54,Paid,0.0,90.54
108505,59,Paid,0.0,109.88
106158,58,Default,41.6,89.85
102250,5,Paid,0.0,25.63
106119,37,Paid,0.0,29.9
109159,12,Late,90.4,61.53
109250,52,Paid,0.0,188.02
106562,51,Paid,0.0,68.49
111597,12,Paid,0.0,43.8
112962,29,Paid,0.0,95.88
109551,29,Paid,0.0,68.13
107696,6,Default,182.2,58.88
100936,29,Paid,0.0,68.34
103343,5,Late,22.6,114.58
108293,5,Paid,0.0,121.1
100841,57,Paid,0.0,43.02
105148,28,Paid,0.0,52.49
113349,55,Paid,0.0,41.52
109099,48,Default,107.7,127.12
100690,55,Paid,0.0,75.03
106325,6,Paid,0.0,61.52
102278,15,Paid,0.0,56.05
113104,36,Paid,0.0,55.11
100950,17,Late,23.3,72.57
107647,45,Paid,0.0,55.43
103164,36,Paid,0.0,101.09
111698,4,Paid,0.0,51.28
105909,21,Default,46.1,20.0
110290,52,Paid,0.0,72.8
107113,16,Written-off,175.7,177.84
111658,44,Paid,0.0,59.75
100123,5,Paid,0.0,128.74
104339,40,Paid,0.0,104.36
107534,13,Paid,0.0,76.7
100963,38,Paid,0.0,35.55
111195,29,Default,56.1,107.28
108126,48,Paid,0.0,60.33
106721,55,Late,0.4,49.56
103796,21,Paid,0.0,47.66
109943,50,Paid,0.0,102.65
108187,11,Paid,0.0,66.28
104058,7,Paid,0.0,153.58
109661,40,Paid,0.0,79.79
