id,num_cards,credit_limit,utilization_ratio,max_utilization_ratio,late_payments
106841,1,24485.94,0.486,0.507,2
107987,1,11705.29,0.629,0.676,2
112432,3,19945.43,0.0,0.046,0
112131,0,0.0,0.0,0.0,0
112908,2,58720.82,0.002,0.082,0
106867,1,14382.2,0.238,0.268,2
108210,0,0.0,0.0,0.0,0
100287,1,16052.88,0.124,0.248,1
102225,0,0.0,0.0,0.0,0
107966,0,0.0,0.0,0.0,0
108194,0,0.0,0.0,0.0,0
102212,0,0.0,0.0,0.0,0
105088,1,10093.83,0.096,0.154,0
102011,2,14957.57,0.416,0.503,2
114679,0,0.0,0.0,0.0,0
113510,1,16453.04,0.462,0.652,1
100984,0,0.0,0.0,0.0,0
102264,0,0.0,0.0,0.0,0
105374,1,40817.2,0.439,0.53,2
102261,0,0.0,0.0,0.0,0
107285,0,0.0,0.0,0.0,0
114492,0,0.0,0.0,0.0,0
114855,1,12994.2,0.4,0.54,0
101515,1,7722.41,0.505,0.646,0
111129,0,0.0,0.0,0.0,0
100521,0,0.0,0.0,0.0,0
112223,1,6113.52,0.504,0.55,6
107503,0,0.0,0.0,0.0,0
109825,0,0.0,0.0,0.0,0
107847,1,17230.56,0.31,0.415,1
101001,0,0.0,0.0,0.0,0
110681,2,8557.26,0.215,0.305,0
114297,0,0.0,0.0,0.0,0
105299,1,58803.0,0.207,0.443,0
112968,2,24986.47,0.291,0.402,0
108183,3,13815.04,0.549,0.591,0
107842,1,16279.79,0.037,0.211,0
112785,0,0.0,0.0,0.0,0
104620,2,15123.88,0.252,0.428,0
112459,2,19588.06,0.459,0.638,2
113134,1,15706.98,0.296,0.421,0
102260,1,12595.16,0.27,0.278,0
107296,1,32076.23,0.44,0.447,2
103046,1,795.57,0.629,0.723,2
102161,0,0.0,0.0,0.0,0
105441,0,0.0,0.0,0.0,0
101486,0,0.0,0.0,0.0,0
100458,0,0.0,0.0,0.0,0
104611,0,0.0,0.0,0.0,0
109350,2,12620.97,0.252,0.425,1
110828,1,30031.14,0.112,0.117,0
109015,1,27293.1,0.329,0.529,2
114281,1,10815.58,0.489,0.625,3
111720,1,22762.0,0.005,0.08,0
113787,0,0.0,0.0,0.0,0
112117,1,28862.74,0.378,0.485,0
101238,1,42512.43,0.0,0.135,0
108905,3,44466.03,0.115,0.17,0
108352,2,13407.64,0.236,0.465,1
106830,1,9058.9,0.489,0.52,1
108176,0,0.0,0.0,0.0,0
108930,1,16655.84,0.36,0.482,2
104366,1,18320.08,0.331,0.425,1
108674,0,0.0,0.0,0.0,0
105805,3,7591.64,0.443,0.485,1
105375,2,28774.55,0.0,0.181,0
111539,2,25814.39,0.187,0.303,0
113439,1,7584.6,0.32,0.429,0
104679,0,0.0,0.0,0.0,0
104811,0,0.0,0.0,0.0,0
102247,1,6998.35,0.154,0.231,1
105737,0,0.0,0.0,0.0,0
110851,0,0.0,0.0,0.0,0
108892,2,9493.11,0.164,0.207,1
114987,2,4486.35,0.202,0.354,0
101454,0,0.0,0.0,0.0,0
100218,1,23416.83,0.0,0.015,0
100405,0,0.0,0.0,0.0,0
100572,0,0.0,0.0,0.0,0
102363,1,20914.91,0.241,0.415,0
102028,0,0.0,0.0,0.0,0
104082,0,0.0,0.0,0.0,0
108615,1,19753.13,0.191,0.395,0
102423,2,37204.5,0.0,0.189,0
104315,0,0.0,0.0,0.0,0
101225,0,0.0,0.0,0.0,0
110974,0,0.0,0.0,0.0,0
108236,0,0.0,0.0,0.0,0
101190,0,0.0,0.0,0.0,0
102500,0,0.0,0.0,0.0,0
103399,0,0.0,0.0,0.0,0
112681,0,0.0,0.0,0.0,0
105958,1,15625.83,0.18,0.358,0
101334,1,20262.07,0.399,0.436,2
106288,1,61644.92,0.417,0.42,0
114438,0,0.0,0.0,0.0,0
100315,0,0.0,0.0,0.0,0
103922,2,9183.13,0.396,0.488,0
113645,0,0.0,0.0,0.0,0
112315,2,9300.28,0.421,0.51,2
108493,1,17800.77,0.356,0.448,4
105866,2,10173.72,0.311,0.375,0
114556,1,17620.64,0.318,0.406,0
100668,0,0.0,0.0,0.0,0
106515,1,28138.61,0.223,0.429,1
107266,0,0.0,0.0,0.0,0
101488,2,33328.51,0.13,0.225,0
104545,1,12886.37,0.535,0.653,1
108770,0,0.0,0.0,0.0,0
102265,1,25453.87,0.052,0.298,0
103221,0,0.0,0.0,0.0,0
107261,1,2209.87,0.165,0.177,0
103758,2,45746.56,0.267,0.437,0
112491,1,26682.67,0.41,0.719,2
113213,0,0.0,0.0,0.0,0
107255,0,0.0,0.0,0.0,0
102891,1,62352.25,0.041,0.29,0
104713,0,0.0,0.0,0.0,0
107202,2,38068.16,0.181,0.422,0
105280,1,12240.72,0.439,0.497,0
105146,0,0.0,0.0,0.0,0
104161,1,15754.05,0.269,0.292,2
102657,0,0.0,0.0,0.0,0
102240,1,14036.79,0.2,0.285,0
107727,0,0.0,0.0,0.0,0
106864,0,0.0,0.0,0.0,0
103114,0,0.0,0.0,0.0,0
110259,6,24600.54,0.284,0.485,0
112544,6,19283.76,0.45,0.459,1
105747,0,0.0,0.0,0.0,0
108408,0,0.0,0.0,0.0,0
109900,1,26052.58,0.11,0.183,1
111532,0,0.0,0.0,0.0,0
110471,0,0.0,0.0,0.0,0
110132,3,39425.94,0.0,0.111,0
103864,3,10121.44,0.434,0.53,5
113447,3,8092.17,0.039,0.187,0
111668,3,26963.75,0.325,0.358,2
110391,0,0.0,0.0,0.0,0
106902,0,0.0,0.0,0.0,0
113646,1,26814.61,0.298,0.324,1
110460,0,0.0,0.0,0.0,0
107115,0,0.0,0.0,0.0,0
107757,0,0.0,0.0,0.0,0
112140,1,42221.01,0.34,0.349,0
106628,3,21486.75,0.163,0.313,0
114951,2,11841.4,0.0,0.012,0
105016,0,0.0,0.0,0.0,0
108086,0,0.0,0.0,0.0,0
108562,0,0.0,0.0,0.0,0
109797,0,0.0,0.0,0.0,0
111607,0,0.0,0.0,0.0,0
100416,0,0.0,0.0,0.0,0
104866,1,24560.23,0.392,0.51,2
105270,0,0.0,0.0,0.0,0
106349,1,17653.89,0.433,0.504,2
106280,1,43917.44,0.186,0.27,3
114905,0,0.0,0.0,0.0,0
105201,1,86427.31,0.078,0.116,0
106656,0,0.0,0.0,0.0,0
101518,0,0.0,0.0,0.0,0
103311,2,14262.48,0.353,0.414,2
101679,0,0.0,0.0,0.0,0
114187,1,32422.37,0.051,0.142,0
112267,0,0.0,0.0,0.0,0
110822,1,22959.46,0.327,0.631,3
100906,0,0.0,0.0,0.0,0
105595,2,56506.14,0.032,0.163,0
109085,0,0.0,0.0,0.0,0
102760,0,0.0,0.0,0.0,0
112909,3,79964.63,0.284,0.307,0
105002,1,14802.5,0.363,0.523,1
112821,0,0.0,0.0,0.0,0
103832,2,15918.32,0.496,0.546,3
100649,1,22301.07,0.443,0.471,5
104726,1,29990.27,0.085,0.242,0
109988,0,0.0,0.0,0.0,0
111471,3,17143.67,0.315,0.364,0
109246,3,22719.69,0.572,0.607,1
111976,1,833.89,0.47,0.494,4
114220,1,32875.74,0.276,0.28,1
106263,3,1946.96,0.436,0.62,1
102407,2,53361.84,0.185,0.303,0
107896,1,9392.64,0.465,0.53,0
110506,0,0.0,0.0,0.0,0
107258,2,6250.45,0.435,0.649,0
111227,4,18265.55,0.315,0.37,0
112836,0,0.0,0.0,0.0,0
107208,1,26893.52,0.252,0.373,0
101961,0,0.0,0.0,0.0,0
102802,1,31219.36,0.512,0.656,0
103723,0,0.0,0.0,0.0,0
107754,1,27218.88,0.263,0.275,0
108613,2,25130.21,0.301,0.328,2
108069,0,0.0,0.0,0.0,0
114173,1,13784.01,0.318,0.534,2
109564,0,0.0,0.0,0.0,0
108515,3,49778.82,0.348,0.408,0
110907,0,0.0,0.0,0.0,0
114162,1,22958.67,0.753,0.929,2
102219,2,7323.27,0.214,0.304,1
103982,3,5465.1,0.222,0.346,0
110674,0,0.0,0.0,0.0,0
102441,1,72493.83,0.189,0.202,1
107915,0,0.0,0.0,0.0,0
103086,0,0.0,0.0,0.0,0
114919,1,8881.75,0.609,0.75,1
106680,1,22167.98,0.13,0.295,0
110510,0,0.0,0.0,0.0,0
110759,0,0.0,0.0,0.0,0
111818,1,7502.27,0.169,0.306,2
109408,2,37580.1,0.002,0.057,0
107789,2,33835.87,0.0,0.016,0
101796,1,15976.23,0.345,0.498,1
102087,1,65092.14,0.092,0.237,0
114836,0,0.0,0.0,0.0,0
114180,0,0.0,0.0,0.0,0
100281,2,15800.04,0.411,0.617,0
104515,0,0.0,0.0,0.0,0
106269,0,0.0,0.0,0.0,0
104842,0,0.0,0.0,0.0,0
114955,0,0.0,0.0,0.0,0
113100,0,0.0,0.0,0.0,0
113734,1,24088.5,0.373,0.397,1
109400,4,35178.3,0.286,0.374,0
101915,0,0.0,0.0,0.0,0
102111,0,0.0,0.0,0.0,0
106149,0,0.0,0.0,0.0,0
102635,1,40246.85,0.16,0.234,1
114363,3,30469.32,0.0,0.016,0
102996,0,0.0,0.0,0.0,0
112996,5,18687.31,0.186,0.307,0
103043,0,0.0,0.0,0.0,0
112843,1,3284.7,0.736,0.846,5
101118,0,0.0,0.0,0.0,0
100659,0,0.0,0.0,0.0,0
110402,2,27317.84,0.477,0.538,1
106133,0,0.0,0.0,0.0,0
108955,0,0.0,0.0,0.0,0
112816,0,0.0,0.0,0.0,0
112495,1,19598.82,0.372,0.47,0
108192,3,14071.44,0.302,0.441,0
114606,0,0.0,0.0,0.0,0
107607,3,14016.48,0.321,0.498,1
109051,0,0.0,0.0,0.0,0
103118,1,5435.37,0.602,0.756,3
102751,0,0.0,0.0,0.0,0
105463,0,0.0,0.0,0.0,0
104461,2,14906.82,0.218,0.377,0
111062,3,14557.94,0.168,0.275,0
100482,0,0.0,0.0,0.0,0
101784,1,18743.55,0.41,0.605,2
109200,1,64939.33,0.0,0.154,0
114398,0,0.0,0.0,0.0,0
113135,0,0.0,0.0,0.0,0
112885,0,0.0,0.0,0.0,0
111693,2,32063.93,0.394,0.409,0
109421,1,39838.22,0.556,0.576,2
110838,0,0.0,0.0,0.0,0
112189,0,0.0,0.0,0.0,0
104361,1,11462.2,0.307,0.348,1
109418,3,23171.33,0.066,0.18,0
110195,1,76491.76,0.0,0.064,0
109241,0,0.0,0.0,0.0,0
106814,0,0.0,0.0,0.0,0
100604,1,10754.33,0.357,0.366,2
106313,0,0.0,0.0,0.0,0
104564,0,0.0,0.0,0.0,0
106476,0,0.0,0.0,0.0,0
109842,0,0.0,0.0,0.0,0
105673,0,0.0,0.0,0.0,0
101978,2,40514.06,0.189,0.21,0
107756,1,23069.91,0.404,0.435,2
104801,0,0.0,0.0,0.0,0
108368,1,12496.58,0.496,0.613,1
101558,1,10830.36,0.532,0.729,2
102735,0,0.0,0.0,0.0,0
113915,1,17517.93,0.609,0.804,4
109479,2,40096.69,0.015,0.112,0
113607,0,0.0,0.0,0.0,0
107376,2,45659.77,0.176,0.233,0
102692,0,0.0,0.0,0.0,0
101257,0,0.0,0.0,0.0,0
107339,2,45898.77,0.435,0.634,2
102570,0,0.0,0.0,0.0,0
112262,1,1805.22,0.607,0.749,2
104206,1,8997.52,0.337,0.413,1
103539,0,0.0,0.0,0.0,0
111291,2,39053.06,0.0,0.123,0
114774,0,0.0,0.0,0.0,0
102756,5,12212.6,0.0,0.112,0
112695,3,6445.64,0.526,0.604,4
113265,0,0.0,0.0,0.0,0
114003,1,5813.0,0.834,0.928,6
106540,0,0.0,0.0,0.0,0
103156,2,8894.54,0.49,0.526,1
107276,0,0.0,0.0,0.0,0
102256,0,0.0,0.0,0.0,0
102998,2,11459.82,0.321,0.413,1
113937,1,11067.81,0.4,0.548,3
109075,0,0.0,0.0,0.0,0
104281,0,0.0,0.0,0.0,0
112161,0,0.0,0.0,0.0,0
105686,2,19810.02,0.549,0.73,5
112671,0,0.0,0.0,0.0,0
104840,0,0.0,0.0,0.0,0
113301,1,26765.96,0.19,0.283,1
107501,0,0.0,0.0,0.0,0
113306,1,23065.97,0.0,0.005,0
105027,0,0.0,0.0,0.0,0
112903,1,4052.77,0.546,0.838,2
101868,0,0.0,0.0,0.0,0
105140,0,0.0,0.0,0.0,0
108151,0,0.0,0.0,0.0,0
103532,2,13170.63,0.0,0.106,0
114477,1,27784.47,0.329,0.43,1
108215,1,33815.66,0.402,0.428,1
111416,1,27826.52,0.476,0.52,1
111861,0,0.0,0.0,0.0,0
110601,0,0.0,0.0,0.0,0
106920,0,0.0,0.0,0.0,0
106510,2,26871.72,0.323,0.408,1
111879,1,23817.41,0.552,0.59,2
113673,4,53144.76,0.218,0.371,1
100642,0,0.0,0.0,0.0,0
105627,0,0.0,0.0,0.0,0
101128,0,0.0,0.0,0.0,0
100990,1,46850.92,0.337,0.363,0
108424,0,0.0,0.0,0.0,0
112728,0,0.0,0.0,0.0,0
109343,1,1257.49,0.466,0.663,2
113476,1,4771.55,0.551,0.703,1
101970,3,14386.76,0.117,0.189,0
109916,1,15062.55,0.065,0.142,0
111333,0,0.0,0.0,0.0,0
106907,1,12966.13,0.13,0.234,0
105727,1,35220.4,0.34,0.472,0
106466,0,0.0,0.0,0.0,0
110300,0,0.0,0.0,0.0,0
114914,0,0.0,0.0,0.0,0
102281,0,0.0,0.0,0.0,0
113668,0,0.0,0.0,0.0,0
107528,2,42626.42,0.388,0.561,3
114612,0,0.0,0.0,0.0,0
101801,1,33655.69,0.385,0.505,1
113887,1,13952.94,0.393,0.511,0
104376,0,0.0,0.0,0.0,0
107897,1,14815.04,0.351,0.368,1
100853,0,0.0,0.0,0.0,0
112143,0,0.0,0.0,0.0,0
104924,0,0.0,0.0,0.0,0
111455,0,0.0,0.0,0.0,0
111485,1,34957.97,0.332,0.426,0
103187,1,18301.14,0.463,0.593,6
111099,3,36937.58,0.0,0.196,0
102169,1,9462.48,0.499,0.675,2
108354,1,26242.46,0.505,0.728,3
112456,0,0.0,0.0,0.0,0
105354,0,0.0,0.0,0.0,0
100517,0,0.0,0.0,0.0,0
111464,2,30758.56,0.378,0.615,4
110112,0,0.0,0.0,0.0,0
108918,1,18383.47,0.264,0.317,0
103128,0,0.0,0.0,0.0,0
113589,4,6895.33,0.344,0.534,2
105057,1,47347.67,0.324,0.46,1
100191,0,0.0,0.0,0.0,0
110122,0,0.0,0.0,0.0,0
102182,1,10983.17,0.278,0.467,2
114771,3,32663.71,0.353,0.472,1
104274,0,0.0,0.0,0.0,0
109107,1,34333.92,0.396,0.411,2
100205,1,32879.86,0.354,0.462,0
113173,1,13508.57,0.155,0.353,0
105568,0,0.0,0.0,0.0,0
106939,2,12382.69,0.265,0.29,0
106676,0,0.0,0.0,0.0,0
107981,0,0.0,0.0,0.0,0
103508,2,10411.05,0.134,0.232,0
102468,0,0.0,0.0,0.0,0
111153,3,10935.27,0.083,0.086,0
100377,1,15138.16,0.388,0.498,2
111165,0,0.0,0.0,0.0,0
101103,0,0.0,0.0,0.0,0
107993,0,0.0,0.0,0.0,0
110941,0,0.0,0.0,0.0,0
114561,2,43854.95,0.211,0.434,0
112960,0,0.0,0.0,0.0,0
102287,2,50068.99,0.224,0.276,0
112490,1,10863.57,0.471,0.748,0
100476,1,12605.75,0.794,0.979,4
106270,1,15407.2,0.246,0.408,1
103477,0,0.0,0.0,0.0,0
104124,0,0.0,0.0,0.0,0
105366,1,25699.69,0.666,0.711,2
105435,1,23986.94,0.353,0.401,0
107734,1,9651.53,0.065,0.263,1
107326,0,0.0,0.0,0.0,0
111730,0,0.0,0.0,0.0,0
107791,1,10558.76,0.773,0.875,1
107742,0,0.0,0.0,0.0,0
113707,1,8495.53,0.381,0.457,1
103252,0,0.0,0.0,0.0,0
113335,1,27216.45,0.423,0.451,3
105675,1,12165.01,0.403,0.627,0
110258,2,14193.88,0.473,0.486,1
111559,1,6781.36,0.381,0.433,1
104172,1,11471.08,0.143,0.154,0
105212,1,24947.31,0.398,0.592,2
111177,1,26213.01,0.311,0.421,0
112616,1,3212.49,0.704,0.788,4
106521,0,0.0,0.0,0.0,0
103132,1,15715.14,0.695,0.931,5
114480,0,0.0,0.0,0.0,0
113680,1,4129.44,0.586,0.867,3
113710,0,0.0,0.0,0.0,0
114762,0,0.0,0.0,0.0,0
102854,0,0.0,0.0,0.0,0
101277,1,26079.07,0.463,0.609,0
109143,0,0.0,0.0,0.0,0
109333,1,16930.63,0.568,0.571,2
100419,3,10365.86,0.139,0.157,0
109901,1,20467.81,0.138,0.17,0
101739,1,37076.19,0.0,0.07,0
102997,0,0.0,0.0,0.0,0
103664,0,0.0,0.0,0.0,0
113193,2,35572.18,0.088,0.326,0
103740,1,20533.9,0.41,0.587,1
105371,2,5983.16,0.573,0.65,2
104143,1,12034.94,0.063,0.171,0
111657,1,19764.67,0.409,0.558,1
105978,1,23301.87,0.133,0.248,2
103076,0,0.0,0.0,0.0,0
100268,0,0.0,0.0,0.0,0
102361,5,38309.58,0.246,0.409,0
114117,1,21174.23,0.42,0.566,0
101619,5,11163.76,0.127,0.328,0
104904,0,0.0,0.0,0.0,0
104968,0,0.0,0.0,0.0,0
109046,2,11693.68,0.457,0.526,0
101444,1,6331.78,0.419,0.547,4
110862,2,26240.87,0.497,0.59,1
107674,0,0.0,0.0,0.0,0
112766,0,0.0,0.0,0.0,0
105603,1,12034.91,0.345,0.565,1
107917,1,13222.96,0.441,0.662,0
109345,1,7267.32,0.337,0.531,0
111535,0,0.0,0.0,0.0,0
112463,1,50504.31,0.427,0.504,1
101485,1,6745.99,0.442,0.627,1
101306,0,0.0,0.0,0.0,0
105266,1,8914.61,0.594,0.73,3
114564,1,1906.33,0.516,0.651,3
114961,1,24148.28,0.064,0.107,0
102743,0,0.0,0.0,0.0,0
107400,1,13398.55,0.571,0.767,4
104760,2,59454.38,0.462,0.476,0
103785,4,10112.16,0.624,0.8,2
109695,1,16898.2,0.347,0.473,1
113005,0,0.0,0.0,0.0,0
111331,0,0.0,0.0,0.0,0
102644,0,0.0,0.0,0.0,0
100396,1,27099.91,0.571,0.77,4
107450,1,35359.13,0.466,0.704,1
113540,1,29023.68,0.038,0.176,0
111644,2,17214.19,0.154,0.184,1
105533,0,0.0,0.0,0.0,0
102609,0,0.0,0.0,0.0,0
110882,0,0.0,0.0,0.0,0
110252,1,15598.06,0.455,0.563,1
106545,0,0.0,0.0,0.0,0
114373,0,0.0,0.0,0.0,0
102320,1,5079.09,0.238,0.345,2
104661,0,0.0,0.0,0.0,0
108227,2,19897.44,0.287,0.466,1
103514,1,22728.48,0.598,0.611,1
113257,1,5536.76,0.534,0.732,1
107669,3,24319.03,0.44,0.456,1
105450,1,8571.08,0.408,0.467,0
102554,0,0.0,0.0,0.0,0
101748,0,0.0,0.0,0.0,0
110509,0,0.0,0.0,0.0,0
107319,0,0.0,0.0,0.0,0
105802,4,4790.58,0.124,0.163,0
105053,3,11196.81,0.479,0.551,1
106287,0,0.0,0.0,0.0,0
105125,2,25501.36,0.112,0.118,0
109937,0,0.0,0.0,0.0,0
114799,1,28044.22,0.707,0.765,2
102017,4,41020.86,0.167,0.233,0
114935,0,0.0,0.0,0.0,0
102741,0,0.0,0.0,0.0,0
112313,3,23695.44,0.383,0.416,1
112091,2,3519.43,0.46,0.513,1
104283,2,44074.87,0.233,0.379,0
103485,2,9926.84,0.403,0.548,4
100810,0,0.0,0.0,0.0,0
105665,1,6612.72,0.603,0.632,0
112475,2,27364.92,0.26,0.331,0
109379,0,0.0,0.0,0.0,0
100469,0,0.0,0.0,0.0,0
104225,0,0.0,0.0,0.0,0
107081,0,0.0,0.0,0.0,0
109994,1,7003.48,0.142,0.255,0
103819,1,10046.95,0.389,0.43,1
102511,0,0.0,0.0,0.0,0
110496,3,13880.89,0.143,0.259,0
112183,0,0.0,0.0,0.0,0
108040,1,64726.0,0.291,0.34,0
103159,0,0.0,0.0,0.0,0
106668,1,11315.39,0.162,0.235,1
112742,1,16583.35,0.322,0.331,1
113368,1,26802.24,0.238,0.336,4
105617,1,13395.26,0.476,0.596,2
102538,0,0.0,0.0,0.0,0
104797,2,37440.1,0.0,0.133,0
112094,4,25116.04,0.276,0.361,0
114696,1,31964.08,0.132,0.254,0
100098,0,0.0,0.0,0.0,0
101607,0,0.0,0.0,0.0,0
112815,1,11583.62,0.348,0.608,2
103449,0,0.0,0.0,0.0,0
104394,0,0.0,0.0,0.0,0
105687,3,8098.73,0.403,0.443,0
105176,1,52651.18,0.217,0.37,0
105397,1,13136.05,0.705,0.805,1
108809,1,22125.14,0.385,0.49,2
102836,0,0.0,0.0,0.0,0
112163,1,21286.14,0.35,0.494,0
101781,0,0.0,0.0,0.0,0
110005,3,11219.67,0.0,0.059,0
107343,0,0.0,0.0,0.0,0
114171,0,0.0,0.0,0.0,0
110967,2,7910.26,0.413,0.531,1
108337,0,0.0,0.0,0.0,0
103911,1,1490.33,0.568,0.736,1
113251,1,28074.37,0.263,0.28,0
107648,1,17408.0,0.476,0.609,1
107423,1,26104.72,0.302,0.34,1
108592,1,44786.65,0.411,0.514,1
100843,2,9525.7,0.0,0.083,0
104839,1,29514.17,0.0,0.071,0
108788,3,10664.9,0.369,0.424,2
109542,0,0.0,0.0,0.0,0
111556,3,32286.09,0.068,0.18,0
110596,0,0.0,0.0,0.0,0
110647,0,0.0,0.0,0.0,0
105850,1,15519.65,0.65,0.814,6
114280,0,0.0,0.0,0.0,0
105823,0,0.0,0.0,0.0,0
114811,0,0.0,0.0,0.0,0
103294,3,35740.21,0.0,0.125,0
104436,0,0.0,0.0,0.0,0
107594,2,9023.84,0.205,0.277,0
100289,0,0.0,0.0,0.0,0
113773,1,15634.31,0.231,0.43,1
113015,1,12723.55,0.359,0.473,0
107929,1,18509.9,0.029,0.114,0
111396,1,36597.93,0.678,0.805,1
102678,0,0.0,0.0,0.0,0
101569,0,0.0,0.0,0.0,0
106471,0,0.0,0.0,0.0,0
103051,0,0.0,0.0,0.0,0
108161,2,6295.75,0.464,0.508,3
109005,1,24371.15,0.499,0.534,5
112515,0,0.0,0.0,0.0,0
105179,1,8550.56,0.43,0.522,1
110566,0,0.0,0.0,0.0,0
112521,2,34570.65,0.532,0.685,2
101365,1,16402.42,0.208,0.231,0
113020,0,0.0,0.0,0.0,0
109390,1,9909.64,0.551,0.777,2
111660,1,16315.42,0.16,0.246,0
104595,0,0.0,0.0,0.0,0
112565,2,14020.03,0.324,0.366,0
108471,0,0.0,0.0,0.0,0
102274,1,6104.27,0.552,0.784,2
103537,0,0.0,0.0,0.0,0
112037,0,0.0,0.0,0.0,0
101389,1,22621.61,0.531,0.574,0
101955,2,23270.43,0.319,0.379,1
104685,3,7315.97,0.208,0.452,2
107458,1,27352.09,0.159,0.203,1
103206,1,7665.06,0.391,0.585,2
103192,1,22627.09,0.513,0.604,3
104289,3,24386.39,0.159,0.326,0
105049,1,8728.01,0.357,0.438,2
114847,0,0.0,0.0,0.0,0
110771,0,0.0,0.0,0.0,0
108039,0,0.0,0.0,0.0,0
100798,2,1181.51,0.43,0.536,2
106953,2,17277.84,0.0,0.147,0
107368,1,37236.86,0.0,0.202,0
110108,3,48786.74,0.0,0.123,0
101177,2,19641.46,0.227,0.293,0
113757,0,0.0,0.0,0.0,0
102449,1,16795.37,0.375,0.566,3
103701,0,0.0,0.0,0.0,0
109315,1,12431.99,0.444,0.581,2
108198,0,0.0,0.0,0.0,0
108595,0,0.0,0.0,0.0,0
113365,2,17566.38,0.167,0.254,0
105871,1,24856.28,0.498,0.565,3
107108,0,0.0,0.0,0.0,0
101296,0,0.0,0.0,0.0,0
113259,2,11406.62,0.442,0.65,1
111615,0,0.0,0.0,0.0,0
110144,2,62390.46,0.021,0.04,0
113054,0,0.0,0.0,0.0,0
107241,2,28691.96,0.007,0.086,0
103891,2,27239.53,0.313,0.403,0
108676,2,39137.9,0.361,0.417,0
104217,0,0.0,0.0,0.0,0
108459,1,21446.2,0.665,0.8,3
102076,0,0.0,0.0,0.0,0
112494,3,32113.86,0.139,0.206,0
109958,2,7895.83,0.393,0.605,3
108211,3,51801.1,0.0,0.037,0
105142,0,0.0,0.0,0.0,0
100108,0,0.0,0.0,0.0,0
107072,0,0.0,0.0,0.0,0
112930,1,10342.55,0.748,0.87,4
107070,2,27790.38,0.497,0.644,3
113026,0,0.0,0.0,0.0,0
111339,3,28872.14,0.796,0.837,2
111253,0,0.0,0.0,0.0,0
102925,1,23543.49,0.592,0.657,2
109140,6,13031.54,0.217,0.257,1
104487,1,17684.6,0.12,0.295,0
102080,0,0.0,0.0,0.0,0
112943,3,16211.43,0.147,0.334,1
104337,1,16277.76,0.591,0.787,3
111764,1,45961.65,0.0,0.142,0
107973,2,62371.23,0.502,0.579,4
113084,0,0.0,0.0,0.0,0
111797,0,0.0,0.0,0.0,0
104358,1,32569.13,0.359,0.361,0
104136,1,23424.14,0.052,0.115,0
104495,1,7296.43,0.263,0.38,2
103313,1,21492.24,0.409,0.475,2
113466,1,8835.84,0.074,0.128,0
110180,1,17505.33,0.0,0.114,0
105818,0,0.0,0.0,0.0,0
108661,1,24235.0,0.34,0.39,1
107199,2,9338.4,0.194,0.314,1
103895,2,11679.11,0.71,0.81,0
114437,3,57045.0,0.275,0.412,0
113052,0,0.0,0.0,0.0,0
101684,1,17935.42,0.541,0.642,0
111606,0,0.0,0.0,0.0,0
105755,2,20556.62,0.12,0.196,0
108228,2,19787.84,0.213,0.319,4
102040,1,11180.35,0.542,0.585,3
104073,0,0.0,0.0,0.0,0
100166,1,15998.02,0.428,0.459,3
111544,0,0.0,0.0,0.0,0
101892,1,16382.59,0.604,0.783,3
105103,0,0.0,0.0,0.0,0
108146,0,0.0,0.0,0.0,0
114415,0,0.0,0.0,0.0,0
104311,2,27462.9,0.667,0.798,1
107688,1,7418.59,0.581,0.592,6
105063,1,45018.5,0.617,0.92,0
107825,0,0.0,0.0,0.0,0
107189,0,0.0,0.0,0.0,0
112061,0,0.0,0.0,0.0,0
105442,0,0.0,0.0,0.0,0
108539,0,0.0,0.0,0.0,0
101926,0,0.0,0.0,0.0,0
107961,1,10063.16,0.323,0.396,0
112603,0,0.0,0.0,0.0,0
104557,2,20512.93,0.269,0.45,1
108877,0,0.0,0.0,0.0,0
111028,0,0.0,0.0,0.0,0
114136,1,13161.98,0.517,0.519,4
112031,0,0.0,0.0,0.0,0
101750,2,30401.11,0.243,0.391,1
105711,3,24135.04,0.109,0.171,0
109526,1,12093.31,0.077,0.172,0
106818,1,25068.15,0.164,0.205,0
114150,2,16658.36,0.031,0.134,0
112473,1,63731.39,0.547,0.663,1
109167,0,0.0,0.0,0.0,0
100801,1,5763.5,0.098,0.293,0
103314,0,0.0,0.0,0.0,0
109012,1,12572.57,0.469,0.592,3
107645,1,33895.84,0.202,0.289,0
104149,0,0.0,0.0,0.0,0
104177,2,38527.32,0.275,0.419,1
100051,2,11278.03,0.19,0.297,0
106869,1,24597.65,0.273,0.375,1
106392,2,32380.47,0.025,0.105,0
103259,0,0.0,0.0,0.0,0
109969,0,0.0,0.0,0.0,0
112287,1,10845.85,0.124,0.23,0
109308,1,13448.77,0.134,0.168,0
105404,1,10590.73,0.4,0.49,0
110081,0,0.0,0.0,0.0,0
104735,3,20626.14,0.487,0.582,1
106018,0,0.0,0.0,0.0,0
101572,2,30151.43,0.119,0.208,0
110138,1,8960.92,0.385,0.507,2
103309,1,13066.41,0.291,0.331,0
101647,0,0.0,0.0,0.0,0
102508,0,0.0,0.0,0.0,0
112684,2,6209.61,0.256,0.361,2
100580,1,5039.22,0.481,0.737,1
105186,1,11618.21,0.45,0.512,0
109045,3,29373.9,0.497,0.504,2
101511,1,7540.55,0.727,0.846,2
108726,0,0.0,0.0,0.0,0
114140,1,21428.63,0.267,0.397,1
109472,0,0.0,0.0,0.0,0
109468,2,11634.73,0.362,0.464,0
