id,num_loans,num_defaults,total_loan_amount,total_repaid_amount,avg_dpd
107845,2,2,11922.49,11595.4,2.4
100027,4,0,109413.3,77502.16,21.5
109716,2,0,22308.37,17773.58,13.5
112338,2,0,27609.79,19741.8,75.8
105222,1,0,1203.52,1069.06,3.7
112156,0,0,0.0,0.0,0.0
112515,5,0,66377.89,66219.57,8.0
111757,0,0,0.0,0.0,0.0
106721,1,0,11529.09,9445.35,1.9
109975,0,0,0.0,0.0,0.0
112077,2,0,6968.24,6223.07,0.1
100270,0,0,0.0,0.0,0.0
112162,0,0,0.0,0.0,0.0
111873,3,0,62632.65,49350.07,2.3
100819,4,0,33329.42,25519.25,0.0
100919,3,0,20341.15,21128.06,16.1
106571,3,0,26092.96,21120.88,0.5
112033,4,0,28746.02,25303.3,60.5
103504,0,0,0.0,0.0,0.0
104264,1,0,14552.56,11688.29,0.0
104776,3,0,52770.29,42440.81,23.5
109662,1,0,7422.38,7596.89,12.3
110466,1,0,4019.37,4220.34,23.1
105251,2,0,14633.6,11073.27,2.1
102592,0,0,0.0,0.0,0.0
109131,1,0,20161.14,16835.24,1.2
106978,2,0,13962.75,11874.04,5.3
108225,0,0,0.0,0.0,0.0
112402,0,0,0.0,0.0,0.0
102323,2,0,9813.69,7976.0,0.0
107429,1,0,15884.65,13411.86,5.2
111216,1,0,4131.64,3991.07,28.0
102931,3,0,16581.17,17299.14,1.0
104310,2,0,50748.63,43315.01,0.2
109109,3,1,38497.94,27161.11,5.7
101142,0,0,0.0,0.0,0.0
101260,2,0,25103.8,26358.99,2.0
108692,2,0,12184.61,10631.4,0.0
100354,1,0,5038.02,4427.84,0.1
105752,1,0,3795.09,3984.84,0.9
110460,1,0,13784.29,11547.33,58.6
114723,1,0,6273.95,4425.74,94.1
114474,4,0,84025.04,80364.4,38.2
104726,2,0,4727.27,3986.4,0.5
104497,4,1,30900.81,27234.65,50.3
103408,1,0,11244.91,10464.75,0.3
109862,1,0,12758.28,10231.97,34.2
110398,0,0,0.0,0.0,0.0
113958,0,0,0.0,0.0,0.0
101987,3,0,66430.06,48469.5,25.8
101657,1,0,17156.44,13325.44,15.5
102927,0,0,0.0,0.0,0.0
113582,1,0,11698.29,6889.8,53.4
109429,1,0,13174.02,11375.23,4.3
101137,2,0,11941.11,9801.88,40.9
108366,4,0,72024.64,57450.54,0.6
114364,3,1,12431.69,9319.95,18.0
114539,0,0,0.0,0.0,0.0
104239,0,0,0.0,0.0,0.0
102221,1,0,10859.55,7983.13,14.0
107428,0,0,0.0,0.0,0.0
110393,2,0,11373.73,11579.95,3.8
107162,0,0,0.0,0.0,0.0
110677,1,0,9683.2,9036.11,11.9
110510,0,0,0.0,0.0,0.0
113927,1,0,3359.86,2062.23,2.1
112470,1,0,18130.19,16048.0,0.3
111231,1,1,13699.82,10208.29,3.3
102185,1,0,7466.52,6683.28,6.5
109212,0,0,0.0,0.0,0.0
104456,0,0,0.0,0.0,0.0
102159,5,0,38786.34,33312.97,0.5
107152,2,0,14350.67,12097.41,0.5
112755,2,0,18077.48,14293.67,1.9
108096,2,1,8103.92,5995.73,83.5
110613,1,0,9636.75,6339.0,5.3
111497,4,0,42239.93,31418.58,17.3
105372,5,0,30015.92,29253.34,2.2
101162,2,0,22627.23,17055.83,12.6
110038,3,0,20081.97,17467.1,13.7
113972,3,1,12619.26,11654.42,11.7
109875,2,0,20179.83,21188.82,0.6
108044,5,1,56797.4,58642.88,0.3
111078,1,0,8017.34,6726.44,2.0
114210,1,0,12369.46,11001.83,39.8
111133,2,0,50193.24,39382.4,28.1
109170,1,0,7615.92,5155.17,56.7
105350,1,0,4957.71,4344.88,20.3
106870,1,0,20840.45,20526.84,0.4
108587,1,0,9010.5,5769.24,48.1
106860,0,0,0.0,0.0,0.0
106197,2,0,19257.37,17067.33,50.2
106629,2,0,15338.01,13125.36,0.3
110236,3,0,26075.51,24338.21,1.2
107535,2,0,27378.5,20979.57,144.9
108104,2,0,34910.23,35292.41,0.1
110572,0,0,0.0,0.0,0.0
105842,2,0,21989.77,22162.52,13.3
106698,0,0,0.0,0.0,0.0
106403,2,0,28406.99,24214.35,0.6
108454,5,0,79447.6,60778.74,0.0
103323,2,0,26824.95,22361.79,0.2
114976,2,0,24639.56,22747.2,0.4
107183,2,0,38781.8,37822.19,0.2
110258,4,1,46782.41,33956.68,67.7
112759,0,0,0.0,0.0,0.0
105200,2,0,22717.23,20184.37,0.9
114014,2,1,24188.37,14253.16,18.9
102370,2,0,28811.5,21600.95,3.7
103440,3,1,15095.05,12128.54,37.7
100249,0,0,0.0,0.0,0.0
109053,0,0,0.0,0.0,0.0
109057,1,0,5774.02,5555.52,5.3
102037,2,0,40189.03,35550.51,0.8
102085,5,0,24600.68,21140.73,0.5
104747,1,0,4439.93,3347.94,48.2
108996,5,0,18833.51,17964.49,1.6
111255,1,0,8923.1,8491.98,23.1
101271,3,1,36412.71,26928.61,15.3
110996,0,0,0.0,0.0,0.0
104199,2,0,30311.15,27543.44,10.8
110224,1,0,2393.9,2213.3,22.6
112675,1,0,11646.67,10403.24,25.7
112083,1,1,7512.5,7104.77,79.6
107105,3,0,65912.9,46022.62,22.7
106149,0,0,0.0,0.0,0.0
107345,2,0,25338.31,18638.62,1.2
110229,1,0,11184.32,6518.54,3.4
109849,0,0,0.0,0.0,0.0
114329,1,0,13805.94,10476.93,16.7
101930,5,0,52775.75,50550.03,0.4
105321,1,0,11993.92,7772.98,10.3
113129,1,0,5261.53,4775.74,1.1
102171,0,0,0.0,0.0,0.0
105622,0,0,0.0,0.0,0.0
111856,1,0,8572.89,7368.18,8.9
105941,3,0,34933.71,26173.27,15.7
109478,2,0,33150.13,30270.55,0.1
105328,4,0,49633.82,48001.27,2.1
110535,3,0,19760.79,14988.48,30.6
105322,1,0,1866.01,1959.31,23.1
110194,1,0,11356.43,9708.01,3.0
102970,2,0,6662.73,6139.77,4.9
103076,2,0,39781.41,29565.71,8.5
101346,3,0,17130.79,16783.81,10.3
111813,2,0,52721.11,49210.92,0.4
111804,2,0,37686.96,26982.69,91.5
114533,2,1,2378.53,1724.88,41.3
114136,0,0,0.0,0.0,0.0
107687,2,0,13314.22,11120.95,0.7
107189,2,1,76334.7,54996.26,88.9
106782,1,0,7416.05,7725.56,5.8
105695,1,0,26510.76,18544.0,11.5
113935,1,0,4686.7,4672.59,56.1
111730,0,0,0.0,0.0,0.0
103402,1,0,8115.46,7608.61,1.9
100210,2,0,34809.11,32360.54,0.6
101848,2,0,19793.63,15928.04,15.4
102786,1,0,5842.55,4322.75,11.6
101496,0,0,0.0,0.0,0.0
109851,2,0,29161.51,23562.95,60.7
104953,1,0,20702.22,15190.35,74.7
103626,2,0,7817.31,5141.07,0.6
104675,2,0,4969.83,3332.29,9.2
102879,2,0,10621.3,10547.68,20.7
110707,3,0,11630.77,9723.92,3.7
113949,3,0,81651.84,71715.96,0.3
108842,2,0,25250.68,16636.66,25.6
101984,1,0,15811.25,12933.25,2.2
103683,2,0,44437.9,42855.06,0.8
107073,3,0,25598.12,21334.49,10.6
112205,2,0,10465.66,8826.87,4.6
114821,4,0,38307.77,36949.54,0.8
111810,2,0,23611.0,21408.33,13.9
101026,0,0,0.0,0.0,0.0
102635,3,0,29457.92,18351.07,28.8
111399,1,0,18458.25,13815.33,103.9
108151,2,0,4791.66,4893.71,0.0
106864,2,0,31441.82,25354.8,19.9
103827,2,0,14311.52,12688.02,87.9
110137,1,0,2757.62,1681.03,5.0
108910,1,0,9171.78,6610.29,16.6
100105,1,0,2545.16,2047.09,2.2
114235,2,0,11867.87,10620.39,23.2
111355,1,0,15698.09,13026.1,17.7
103616,3,1,26844.55,18245.14,23.5
101219,3,1,8092.95,4771.8,11.0
103828,2,0,23903.14,15711.33,7.8
109519,2,0,24702.71,21856.48,1.5
109046,0,0,0.0,0.0,0.0
113979,0,0,0.0,0.0,0.0
106463,3,0,27766.62,22926.85,5.8
109234,2,0,15965.38,12487.37,8.0
114099,4,1,77704.72,78455.09,2.0
107180,1,0,2399.16,2248.39,20.6
102923,2,0,36089.48,27458.64,1.5
108076,1,0,13597.64,9477.55,2.6
108243,1,0,17865.7,10914.71,71.8
107598,2,0,16357.33,15485.97,2.1
102200,1,0,15849.04,11650.49,14.6
107589,1,0,22418.91,17345.58,14.1
101564,1,0,3260.17,2581.3,44.9
112149,3,0,70749.63,62237.72,12.6
110409,3,0,89669.03,76635.51,1.5
102736,0,0,0.0,0.0,0.0
108050,4,0,62257.01,52890.3,0.2
103755,2,0,24699.48,20053.91,1.0
113255,2,0,10456.08,10978.88,0.5
109936,1,1,19217.87,14616.58,2.2
100539,1,0,14683.94,10459.57,0.9
104132,2,0,7475.7,5591.55,14.3
102389,0,0,0.0,0.0,0.0
111287,0,0,0.0,0.0,0.0
113235,1,0,3852.56,3681.76,0.1
110880,1,0,12319.08,11152.86,25.3
109918,2,0,41819.79,28230.79,2.7
100244,3,0,35471.12,26824.94,6.4
106282,3,0,46833.05,46167.23,0.0
111917,1,0,13088.08,11471.17,1.0
107410,4,0,70876.69,64542.5,1.7
105299,4,0,91732.29,65602.45,1.2
114017,1,0,15492.69,10884.76,136.6
107916,2,0,32810.48,26023.39,17.9
107905,4,0,13619.63,12836.07,1.1
102527,2,0,9282.94,7413.41,0.9
113381,1,0,18466.29,18175.51,47.6
109725,1,1,22607.58,18924.35,48.3
101610,1,0,15904.85,12834.89,8.2
108782,0,0,0.0,0.0,0.0
101926,0,0,0.0,0.0,0.0
110140,6,0,37757.54,37694.04,0.2
108427,4,0,55200.46,41068.99,19.3
110473,1,0,13126.47,13051.95,0.1
103052,3,0,58330.06,48947.08,17.5
103490,1,0,7766.17,6334.81,75.1
111824,2,1,34569.52,31546.88,48.3
113168,1,0,10271.55,9727.34,0.8
110615,2,0,18264.13,13786.32,5.7
105522,3,0,51702.06,38411.58,2.4
103872,1,0,14667.01,11842.8,8.9
110723,1,0,11053.52,9481.78,3.3
111020,3,0,16306.29,15866.11,6.2
113758,3,0,35057.28,28979.1,0.2
113893,1,1,2442.15,1736.46,23.7
103585,1,0,23922.32,19616.57,9.9
107192,2,0,61913.08,55637.51,43.3
110114,0,0,0.0,0.0,0.0
111213,0,0,0.0,0.0,0.0
109955,0,0,0.0,0.0,0.0
101326,1,1,6408.99,5031.91,28.6
113214,3,1,26265.58,22470.01,1.8
114748,3,0,29395.52,28480.18,2.3
106218,2,0,20163.58,20999.55,13.4
100479,0,0,0.0,0.0,0.0
111896,0,0,0.0,0.0,0.0
101525,0,0,0.0,0.0,0.0
111683,2,0,13341.44,11393.96,14.8
106379,0,0,0.0,0.0,0.0
114724,1,0,17304.48,16132.53,16.7
114285,1,0,18274.31,15055.55,8.9
103707,1,0,4488.02,3859.34,3.7
109081,1,0,15038.41,11017.21,9.7
102301,0,0,0.0,0.0,0.0
110424,6,0,30389.22,28348.19,0.1
100822,2,0,49443.98,42876.12,11.2
105834,4,1,35320.09,24290.75,2.4
103469,1,0,11866.35,10354.52,3.6
102989,2,0,24600.06,16124.47,1.0
104140,0,0,0.0,0.0,0.0
113944,3,0,15656.14,12731.13,4.2
108841,5,0,34254.99,31376.98,14.5
107511,0,0,0.0,0.0,0.0
100499,3,1,43206.66,38174.72,37.8
109686,3,0,58946.54,52698.88,5.7
105885,1,0,13199.87,10450.16,3.1
104390,1,0,9550.65,8267.78,24.6
109786,1,0,8588.84,5444.28,17.8
107831,3,0,12795.3,12523.52,0.3
107815,3,0,37565.37,31371.0,0.7
112511,2,0,26373.06,23611.77,0.1
103875,1,0,18706.66,17961.95,0.6
106319,2,0,3775.08,2652.62,72.1
108664,1,0,6419.23,6308.51,5.6
103873,0,0,0.0,0.0,0.0
108099,4,0,89065.81,93519.1,0.4
111041,1,1,4236.69,2957.69,9.7
106882,0,0,0.0,0.0,0.0
114503,0,0,0.0,0.0,0.0
100938,1,0,13813.04,12679.1,1.1
106052,1,0,12982.78,11496.45,0.4
112420,1,0,17281.5,14178.35,0.5
113864,1,0,3636.02,2622.51,9.9
104793,2,0,7246.03,7478.75,0.4
114184,1,0,18308.16,16855.24,63.9
101052,1,0,13383.71,12328.54,0.3
103864,1,0,17399.91,16571.23,6.4
109858,1,0,7699.51,6524.44,0.3
113454,0,0,0.0,0.0,0.0
103482,2,1,15973.77,11361.09,53.6
101410,2,0,16332.37,14125.86,21.0
110736,1,0,8219.11,6155.86,46.0
101499,1,0,12064.17,8480.09,38.0
103513,3,1,50574.74,48738.06,4.8
113593,0,0,0.0,0.0,0.0
105956,2,0,5345.35,4856.74,62.1
104197,1,0,13349.23,13553.03,0.1
108446,0,0,0.0,0.0,0.0
105371,3,1,17534.49,15552.34,39.7
109237,2,0,54429.95,43991.65,8.2
103136,1,0,12730.84,10510.09,39.9
102151,1,0,10664.14,7881.72,4.3
109831,0,0,0.0,0.0,0.0
108861,3,1,49788.18,35522.07,0.5
109482,1,1,9346.51,6109.95,8.0
105033,3,0,37567.23,32451.77,5.2
104633,2,0,36473.4,32785.05,87.8
114351,2,0,4182.18,3090.33,2.4
108406,0,0,0.0,0.0,0.0
112746,3,0,53471.13,48314.87,0.2
103452,1,0,9454.17,7522.29,20.2
111550,0,0,0.0,0.0,0.0
107218,0,0,0.0,0.0,0.0
104977,4,0,51700.2,53613.66,0.6
109245,2,0,13760.58,11924.71,1.8
105354,0,0,0.0,0.0,0.0
102948,2,0,21744.76,19077.91,11.6
106231,1,0,22088.23,16529.42,9.8
114899,1,0,2540.81,1939.01,6.8
107568,2,0,24256.28,25469.09,0.1
102157,3,0,7395.49,6228.25,9.1
114589,3,0,75755.55,64143.3,0.1
100895,4,0,42596.85,38347.53,9.4
107890,1,0,14255.22,12836.12,0.3
113177,2,0,44845.56,35885.41,31.4
103103,3,0,13522.06,12337.24,5.4
113501,1,0,13330.4,11346.2,14.7
107658,0,0,0.0,0.0,0.0
105840,1,0,18957.57,12767.2,35.5
111918,2,1,24698.03,25768.17,0.4
105769,0,0,0.0,0.0,0.0
103147,0,0,0.0,0.0,0.0
108501,0,0,0.0,0.0,0.0
106385,2,0,20273.94,17917.0,9.8
105293,4,1,64672.32,67905.94,16.2
110375,2,0,26493.31,26003.07,0.8
113076,0,0,0.0,0.0,0.0
104056,4,0,67408.44,59093.52,0.2
108191,1,0,16436.5,11254.49,74.1
113926,5,0,86732.15,81449.42,0.9
106348,2,0,8302.85,7893.23,30.7
105474,0,0,0.0,0.0,0.0
110876,4,1,35979.66,32656.05,43.1
108888,2,0,7288.27,5856.19,0.3
112528,2,0,14691.73,11965.42,9.7
114626,2,0,17353.7,14695.37,3.9
100715,1,0,12837.34,11708.67,9.9
108476,0,0,0.0,0.0,0.0
114794,3,0,22580.79,19641.61,0.2
103814,1,1,10753.41,8484.82,0.7
110609,7,0,69394.2,66818.18,0.1
111092,1,0,5014.64,3935.92,6.5
107478,1,0,4894.0,4274.89,67.6
111705,0,0,0.0,0.0,0.0
107660,3,0,45446.81,40761.24,7.7
110363,2,0,28051.49,23223.98,42.7
110713,3,0,64611.9,39598.07,36.9
111721,1,0,26027.76,27329.15,9.0
108258,3,0,17803.73,13579.05,0.2
102189,1,0,10461.62,8062.87,28.2
104404,0,0,0.0,0.0,0.0
106829,2,0,18169.4,17331.24,4.1
101442,2,0,28845.69,21638.31,18.7
106685,1,0,16844.31,17348.69,0.5
111728,2,1,18896.08,16075.71,45.9
104125,2,0,22374.95,22587.94,0.0
104590,0,0,0.0,0.0,0.0
101214,1,0,9410.68,6523.11,18.4
110562,1,0,9642.53,6795.99,5.9
108092,0,0,0.0,0.0,0.0
106763,2,0,43257.73,36419.96,16.6
103596,0,0,0.0,0.0,0.0
101888,2,0,24433.09,20618.0,7.9
110519,2,1,35229.6,30118.42,15.3
103903,0,0,0.0,0.0,0.0
110009,2,0,8912.76,9358.4,0.4
114460,5,0,18231.43,16278.33,0.6
100394,3,0,23501.76,17817.75,3.8
100417,2,0,29573.08,22129.58,6.2
104834,1,0,6955.56,5518.77,1.1
111604,1,0,7321.07,5996.88,42.9
108213,6,0,39819.33,33518.52,0.1
109992,3,0,49963.59,52461.77,0.4
112297,3,0,17813.56,15861.94,2.7
105048,1,1,3922.76,3506.78,15.8
101910,1,0,6058.06,6106.97,0.1
111102,2,0,7170.27,6702.77,0.8
109593,3,0,45602.31,33274.3,33.0
113547,0,0,0.0,0.0,0.0
114019,3,1,55741.01,46690.39,0.6
111673,1,0,11406.68,7868.45,50.3
101231,0,0,0.0,0.0,0.0
104088,1,0,14960.98,13675.69,75.7
112210,2,1,15040.59,13620.3,9.0
106989,4,0,19600.94,15825.8,2.8
114173,5,0,28539.64,21952.86,0.1
102932,0,0,0.0,0.0,0.0
100256,0,0,0.0,0.0,0.0
100633,0,0,0.0,0.0,0.0
111736,1,1,2479.98,1734.7,7.7
108629,0,0,0.0,0.0,0.0
114185,0,0,0.0,0.0,0.0
103725,2,0,19433.01,17855.64,13.6
102161,3,0,10956.72,8638.47,12.1
112118,2,0,15655.03,12634.07,18.4
113732,5,0,38844.57,35333.38,0.8
106208,0,0,0.0,0.0,0.0
100690,2,0,17696.84,17362.58,2.4
113556,1,0,7220.69,5262.71,36.7
112639,0,0,0.0,0.0,0.0
107072,1,1,2442.25,2207.06,30.1
101307,1,0,5224.12,4250.07,103.6
112013,1,0,32391.31,31037.35,5.1
108093,1,0,8972.82,7510.51,0.1
105180,1,0,9959.33,5834.31,30.7
107789,2,0,16024.15,14626.29,1.1
103268,2,0,13979.5,11573.16,21.4
106512,3,1,9219.49,8336.15,58.0
114939,0,0,0.0,0.0,0.0
102935,2,0,23078.72,19521.29,0.2
103058,2,0,46056.03,43896.83,9.3
111180,4,0,43571.69,37144.66,24.1
107712,0,0,0.0,0.0,0.0
101013,5,0,24288.86,22316.71,0.1
110049,5,0,15791.15,11873.24,20.2
105774,4,0,21938.3,20682.35,0.1
113183,1,0,18349.82,16034.52,60.2
114832,4,0,9561.26,7127.37,21.3
109459,1,0,7243.39,7502.02,15.8
103645,1,1,12070.47,5853.14,2.2
110806,2,0,17276.51,15586.79,4.4
110786,5,0,80322.98,70625.95,0.6
106499,2,0,26729.68,27668.24,4.7
105418,2,0,25281.05,19034.49,20.8
105562,4,0,29994.11,22410.35,0.3
105313,2,0,26511.95,27643.48,1.4
110884,2,0,17250.56,14384.4,9.1
112060,2,0,5822.1,4059.38,37.8
102804,1,0,1768.57,1653.55,0.6
105686,2,1,16045.16,12770.1,2.5
112232,0,0,0.0,0.0,0.0
112287,0,0,0.0,0.0,0.0
109847,1,0,10508.08,11033.48,0.6
112371,2,0,32502.06,30313.29,1.5
102843,0,0,0.0,0.0,0.0
108464,1,0,8455.86,6169.72,8.3
105214,1,0,17483.8,10822.39,13.7
102070,2,0,15261.54,15976.52,0.7
102124,3,0,49186.04,46847.44,7.5
107425,2,0,14725.56,11190.28,9.4
105972,2,1,24309.21,15579.23,27.6
103618,1,0,12611.46,10998.01,38.8
102435,2,0,43255.96,37084.31,39.2
114719,2,0,13244.06,11230.83,10.2
110203,2,1,26525.58,22841.1,0.2
111567,0,0,0.0,0.0,0.0
104050,1,0,7423.11,5843.54,74.9
110716,0,0,0.0,0.0,0.0
101466,2,1,42830.48,38084.59,9.6
110961,1,0,19843.8,15721.25,56.3
108809,1,0,4821.15,3980.2,12.1
105554,3,0,40183.35,31345.14,19.0
110011,1,0,10675.77,7152.31,11.7
103048,1,0,20530.56,17610.51,10.6
101005,1,0,3251.16,2687.74,42.1
105908,2,0,18209.03,11736.77,32.1
101935,1,0,9864.49,7731.31,0.0
104510,3,0,43257.72,29984.11,0.0
108140,2,0,22694.99,17130.96,34.8
105254,2,1,14084.51,13102.36,13.4
100887,4,0,91048.76,85330.45,0.3
101020,1,0,6928.51,4164.54,69.6
101345,2,0,21777.19,22866.05,0.3
106942,2,0,54060.63,46745.5,23.8
106670,3,0,67708.42,52981.43,0.9
102858,3,1,12214.78,9779.39,7.9
104286,1,0,9241.85,7509.58,89.1
102356,1,0,22609.69,20200.69,0.5
103810,3,0,37010.97,32762.4,0.2
103666,1,0,12855.38,8813.1,14.4
100996,0,0,0.0,0.0,0.0
106625,0,0,0.0,0.0,0.0
113992,1,0,22788.85,19330.5,0.4
110853,3,0,22854.52,23587.47,0.2
105921,1,0,12591.89,8617.78,28.5
112730,0,0,0.0,0.0,0.0
113957,1,0,9327.78,7103.75,45.1
110733,1,0,22212.52,14224.42,0.9
112014,1,0,3347.95,3030.87,1.8
110016,2,0,60006.29,56016.31,8.1
111744,0,0,0.0,0.0,0.0
112819,3,1,30714.89,32250.63,3.8
106004,1,1,4317.65,4466.42,1.9
113657,3,0,30146.35,19553.06,12.4
105207,1,0,11791.08,10679.28,19.8
112017,2,0,21369.51,18361.09,1.4
112449,4,0,50994.16,53543.87,0.3
106697,3,0,9855.36,6666.95,11.2
105973,5,0,55254.72,45538.52,0.3
110543,2,0,27270.24,22396.67,19.4
114918,1,1,7597.52,7977.4,8.4
104645,1,0,5092.93,4139.89,30.1
105425,0,0,0.0,0.0,0.0
110712,4,0,77070.83,66956.34,0.4
103079,4,0,65990.77,63229.56,6.5
107862,3,0,27084.89,22891.12,8.2
114971,1,0,4466.18,2928.13,75.9
111517,2,0,9265.71,8293.79,0.4
111847,3,0,24936.5,18626.1,58.4
101312,2,1,15661.78,10823.59,9.1
111320,2,0,15265.2,11664.65,65.9
107696,2,0,12682.28,10280.6,62.3
101581,2,0,18700.93,16330.18,61.3
109490,1,0,1906.66,1449.17,7.9
109954,2,0,43011.06,39445.83,6.4
114860,1,0,4632.9,4031.08,1.0
104421,0,0,0.0,0.0,0.0
112765,1,0,6660.92,5906.38,3.9
109687,1,0,4713.2,4376.97,131.8
112187,0,0,0.0,0.0,0.0
110930,3,0,20533.08,13599.13,104.6
111348,0,0,0.0,0.0,0.0
110353,1,0,2761.66,2141.1,2.6
107588,3,0,40559.56,40109.12,0.6
100119,2,0,43920.33,40601.07,11.0
114824,2,1,19332.97,15821.82,7.7
103885,2,0,28145.2,26994.46,4.0
108361,5,0,18931.95,16413.06,0.1
112839,2,0,6218.56,4446.99,16.8
109748,2,0,17595.4,15811.51,0.0
107356,5,0,35180.89,30882.95,0.4
103937,2,2,36367.5,32928.93,13.0
110070,4,0,13072.58,10095.21,3.8
105290,1,0,16089.8,16894.29,1.9
100918,2,0,18111.46,14752.55,44.4
102583,2,0,11300.42,9125.74,2.1
105249,1,0,10803.5,7864.64,1.6
102987,1,0,7203.45,6299.77,0.1
111054,2,0,18161.91,13836.52,0.4
107724,0,0,0.0,0.0,0.0
107688,0,0,0.0,0.0,0.0
104331,3,0,17366.66,15253.18,0.5
111326,0,0,0.0,0.0,0.0
110783,1,0,5586.29,4561.23,1.2
102406,3,0,32889.54,24782.93,19.2
112597,3,0,21253.35,17320.05,0.2
110054,2,1,43541.1,31733.79,62.6
107983,3,2,32543.13,26791.48,3.3
101548,3,0,47451.99,36524.33,0.6
114049,6,1,17366.5,15233.91,6.3
111627,2,0,23249.82,20312.27,17.5
106090,4,0,24483.16,23348.66,24.3
113906,1,0,23546.51,18837.91,13.5
109431,2,1,26683.67,22810.75,2.0
107553,1,0,12967.76,9441.59,7.7
112447,2,1,49604.66,38497.17,21.6
108520,3,0,139045.56,104047.2,0.6
102815,1,1,17058.33,11187.67,51.8
105465,1,0,10892.43,9415.32,14.2
101235,3,0,26990.58,24462.59,63.0
114958,4,0,93762.1,75280.88,0.1
110133,3,0,44936.08,28361.43,34.9
112011,2,0,43084.11,35384.01,0.0
107960,1,0,11555.5,10507.63,8.5
109054,1,1,13824.6,12865.09,0.9
110327,0,0,0.0,0.0,0.0
108836,1,0,7430.76,6969.69,49.0
114550,0,0,0.0,0.0,0.0
109513,1,0,19619.66,19137.03,15.5
111241,2,0,25658.18,21262.87,63.9
110600,4,0,53680.64,46890.45,4.0
112708,2,0,9532.53,8934.48,2.4
105165,2,0,32946.51,29098.59,3.8
101316,1,0,6401.94,6128.03,1.6
101222,3,0,17133.12,16292.52,0.0
109505,2,0,17777.7,18549.55,0.4
101048,5,0,51269.14,41016.77,8.5
106539,1,0,5761.8,5231.8,49.7
112255,2,1,15834.55,12868.46,5.7
102315,1,0,6844.27,6223.38,36.6
113236,2,1,22798.09,15477.9,0.3
110210,2,0,47229.06,35940.2,0.2
100227,1,0,17490.49,13915.58,8.5
102253,3,0,24492.54,24711.03,52.3
112047,2,0,28578.34,30007.26,0.2
104313,0,0,0.0,0.0,0.0
102918,1,0,18979.87,15619.67,9.6
103016,2,0,22301.89,20257.17,51.4
114193,0,0,0.0,0.0,0.0
110074,4,0,70217.43,64024.85,5.0
103690,0,0,0.0,0.0,0.0
106724,1,0,18034.71,13421.13,13.9
111790,2,0,29767.09,24184.2,22.2
113875,0,0,0.0,0.0,0.0
102411,1,0,15863.47,15832.4,0.8
109005,1,0,13694.56,11778.37,18.6
109430,0,0,0.0,0.0,0.0
110694,3,0,30513.91,32039.61,0.2
103104,3,0,25312.0,24255.03,12.1
103191,4,2,8630.12,5661.42,39.4
100076,4,0,31521.55,23472.54,0.0
110595,2,0,28371.15,25702.9,7.9
108285,4,0,42405.15,43232.42,7.2
100940,0,0,0.0,0.0,0.0
112828,0,0,0.0,0.0,0.0
106866,2,0,3918.5,3191.14,8.0
108931,0,0,0.0,0.0,0.0
105473,1,0,9803.09,7865.78,16.5
113695,1,0,8430.58,7358.92,6.9
114338,2,0,11226.91,10274.42,65.8
104643,0,0,0.0,0.0,0.0
114978,2,0,28951.5,18333.4,68.0
100372,3,0,30200.78,30912.52,1.1
103101,2,0,44663.82,43654.19,50.6
114585,2,1,54825.85,54896.13,3.7
108105,2,1,18742.07,13886.06,5.6
102864,1,0,8365.75,6653.51,21.3
106433,2,0,47886.2,47224.54,1.6
103972,2,1,4802.76,3755.02,34.3
100799,5,0,35818.51,29780.46,12.2
110642,3,0,10103.29,10348.3,8.4
113114,2,0,46268.4,43434.14,7.7
107286,1,0,18208.32,16702.91,7.1
101402,1,1,6867.46,6013.84,19.5
106188,4,0,8910.01,6289.14,1.8
107128,0,0,0.0,0.0,0.0
112204,4,0,38013.65,36394.7,10.1
110304,4,0,15547.1,14337.71,0.3
111239,1,0,3676.55,3860.38,0.9
103398,0,0,0.0,0.0,0.0
100180,4,0,98059.91,84701.09,0.7
111895,0,0,0.0,0.0,0.0
114485,3,0,16458.16,13850.48,4.4
103037,1,0,2820.87,1945.17,25.8
112333,1,0,2093.15,2082.03,16.9
101534,1,0,9076.65,5328.75,27.3
102562,2,0,21044.73,17279.65,0.9
107646,2,1,8998.01,8578.16,6.3
102614,1,0,8040.84,6486.38,13.6
112375,1,0,32722.43,25908.51,0.4
106012,0,0,0.0,0.0,0.0
106239,1,0,15009.31,14939.6,6.6
102506,2,0,8760.3,7421.12,0.9
108254,2,0,23834.47,20442.72,0.6
102347,7,0,72289.15,57808.12,0.1
111845,3,1,48176.99,43131.69,3.5
113200,3,0,6902.36,5485.12,0.2
113800,0,0,0.0,0.0,0.0
110356,4,1,24877.5,24296.26,16.2
102762,0,0,0.0,0.0,0.0
106013,1,0,24795.98,20624.99,92.7
106764,1,0,21524.47,21379.75,1.2
105469,4,0,33356.12,27462.32,5.5
107672,6,0,43230.21,43301.04,77.1
104443,3,0,75586.15,50686.51,16.6
105420,0,0,0.0,0.0,0.0
112426,1,1,14389.77,10986.81,8.9
104484,3,0,15545.04,14712.93,0.2
113950,0,0,0.0,0.0,0.0
112536,1,0,11140.91,9079.11,3.1
110433,1,0,4715.42,4102.71,7.7
101604,0,0,0.0,0.0,0.0
101119,1,0,10227.03,9905.06,14.8
108463,1,0,18504.4,17882.49,18.0
103842,3,0,61753.83,58352.56,0.0
111779,2,0,60791.98,58006.51,1.7
101208,1,0,7962.74,7426.12,1.8
