id,bureau_score,num_of_accounts,num_of_open_accounts,total_debt,delinquent_accounts
111043,652.0,7,3,3359.12,0
107990,742.0,6,1,11614.52,0
113784,592.0,3,2,33534.95,1
103304,484.0,3,2,82622.66,0
111644,537.0,3,3,11770.04,0
113418,429.0,1,1,54202.23,1
105907,581.0,8,7,40213.97,2
113504,682.0,4,2,38018.33,0
100120,698.0,1,1,52554.16,0
108276,681.0,3,0,42477.42,0
101826,652.0,7,7,16317.02,0
104858,658.0,4,1,5354.29,0
110936,698.0,1,1,28518.67,0
100937,711.0,4,0,8524.8,0
104762,724.0,5,5,18784.5,0
101770,619.0,2,1,41722.62,0
111638,463.0,1,1,12045.63,0
101134,600.0,3,2,41752.08,0
109035,691.0,10,3,4401.92,0
102347,682.0,7,2,12406.65,0
110681,681.0,7,4,8008.75,0
103661,740.0,3,0,16158.63,0
111564,558.0,5,5,79174.57,1
112080,695.0,6,4,2661.78,0
105095,670.0,5,3,0.0,0
106073,633.0,3,1,6924.97,0
114799,488.0,1,1,49898.97,1
105448,531.0,3,2,26136.35,1
105707,798.0,10,3,22184.44,0
106436,797.0,6,3,8238.01,0
107896,607.0,4,3,40394.88,1
112398,614.0,5,3,19410.22,1
107676,693.0,7,4,20926.75,0
113037,634.0,6,1,7394.26,0
108005,592.0,5,3,23968.05,0
101602,699.0,5,0,4388.89,0
102829,603.0,6,5,5586.29,0
108737,591.0,2,1,2006.62,1
101119,650.0,3,3,23715.14,0
111900,701.0,8,5,19666.16,0
101631,514.0,2,1,48398.87,0
111242,386.0,0,0,17208.55,0
106280,595.0,4,3,16452.07,0
106210,617.0,8,5,27185.87,0
101530,649.0,2,1,16156.12,0
111451,691.0,8,2,12029.72,0
113561,677.0,6,4,6910.71,0
110982,694.0,12,4,16637.51,0
102928,598.0,5,2,23663.67,0
109651,818.0,3,1,0.0,0
108570,606.0,3,1,10420.51,0
112639,596.0,2,1,37951.83,0
101698,665.0,7,2,30992.52,0
102866,601.0,2,1,29317.55,0
109802,567.0,7,1,39725.29,0
113237,580.0,3,2,12181.1,0
104263,454.0,3,1,12771.67,0
112401,552.0,4,1,7042.88,0
106996,833.0,9,6,0.0,0
103740,534.0,1,1,18727.18,0
102155,444.0,1,1,34979.88,1
114302,697.0,3,2,10829.61,0
101427,652.0,9,0,17173.62,0
113681,585.0,6,4,27178.64,1
114675,565.0,5,1,17063.75,0
100211,565.0,5,1,26228.77,0
109553,671.0,4,1,6592.62,0
106126,691.0,2,1,7537.77,0
110283,540.0,5,2,36996.54,4
107957,618.0,1,0,25869.25,0
109137,604.0,6,4,17752.21,0
102719,603.0,4,4,6158.52,0
107743,483.0,1,0,42125.53,0
106999,507.0,3,2,9535.23,0
110420,538.0,5,2,50124.06,2
111325,680.0,5,2,18719.56,0
107842,695.0,8,4,2051.59,0
111192,631.0,4,3,2177.57,0
114744,734.0,11,5,16764.8,0
104065,507.0,3,2,32987.87,1
111172,669.0,5,2,22016.95,0
101916,778.0,13,8,3820.96,0
106566,692.0,5,2,10433.29,0
101047,625.0,5,3,26551.03,1
103937,554.0,1,1,103771.98,0
114012,,0,0,38124.14,0
103729,632.0,3,1,0.0,0
106257,455.0,5,2,6866.69,1
113384,640.0,7,5,29794.38,0
106597,611.0,3,2,13012.75,1
110440,546.0,2,1,19908.57,1
100661,600.0,6,2,5947.29,0
100032,482.0,4,1,59619.89,1
103522,693.0,4,1,16731.42,0
101546,581.0,4,2,23837.61,1
105019,782.0,6,2,7578.58,0
109190,,0,0,21922.51,0
106385,586.0,7,5,60379.88,0
105661,589.0,5,2,12154.99,0
105254,611.0,8,7,25319.52,0
105912,597.0,3,1,16636.67,1
102059,570.0,3,2,42151.28,0
107458,669.0,3,1,27510.56,0
107528,565.0,2,2,33463.98,1
108631,540.0,2,2,26775.36,0
111078,537.0,2,1,23394.9,1
101172,542.0,4,1,56237.61,3
110700,533.0,3,1,14956.57,1
107114,,0,0,30137.91,0
104136,619.0,3,1,23193.55,0
105816,727.0,6,4,77062.38,0
102163,483.0,2,1,15655.24,1
102762,668.0,5,2,6807.33,0
104962,548.0,1,1,10920.59,0
114869,,0,0,58476.83,0
109745,597.0,5,2,18655.74,0
112659,419.0,4,3,27895.22,1
111733,776.0,9,5,24037.18,0
111452,610.0,3,2,12345.42,0
102817,523.0,5,2,25849.19,0
102502,737.0,3,1,15182.86,0
101347,680.0,6,4,3762.36,0
111395,733.0,6,2,0.0,0
114678,576.0,1,0,28630.11,0
101834,622.0,6,2,22010.64,0
108951,599.0,4,3,22407.65,0
113945,620.0,5,3,39066.36,0
113706,598.0,2,2,4671.7,1
112510,710.0,7,6,34774.09,0
112965,644.0,6,2,745.41,0
106274,612.0,4,2,18108.04,0
114283,637.0,6,1,30676.04,0
100764,580.0,2,0,17077.44,0
104273,617.0,3,1,22305.28,0
106862,609.0,5,2,13236.11,0
113680,593.0,3,2,19668.26,0
112753,689.0,3,2,13606.97,0
105020,661.0,6,4,16186.38,0
107429,648.0,8,1,38880.94,0
103496,426.0,3,2,5526.79,2
100600,604.0,6,3,47116.6,0
102221,552.0,3,2,23341.82,1
101212,576.0,4,2,34647.25,0
104724,392.0,0,0,27174.79,0
112999,457.0,1,1,45099.22,1
105502,629.0,5,3,13471.45,1
114237,687.0,6,4,11169.69,0
107360,700.0,5,3,0.0,0
113235,693.0,5,4,17163.03,0
105522,741.0,7,3,429.51,0
110244,697.0,5,4,6719.77,0
101936,685.0,3,2,10095.22,0
102785,436.0,1,1,38494.87,0
108338,756.0,7,2,5648.9,0
112284,546.0,3,2,14334.51,2
108925,738.0,8,5,0.0,0
112235,714.0,2,1,25398.24,0
114512,695.0,7,2,5262.87,0
111494,591.0,6,0,8621.59,1
107916,526.0,4,2,23283.34,0
108020,531.0,4,4,14717.34,2
108148,603.0,5,3,17059.93,0
107274,677.0,5,2,24422.85,0
114333,620.0,4,1,9199.72,0
105531,502.0,2,1,40582.53,0
103466,656.0,4,2,3538.4,0
111823,538.0,2,2,21919.53,1
106477,584.0,1,0,16053.72,0
100466,686.0,6,4,0.0,0
113752,733.0,9,4,39438.55,0
105288,694.0,3,1,3139.78,0
110116,571.0,5,3,10363.59,0
100425,556.0,6,2,21211.73,1
101493,634.0,4,2,6679.81,1
105666,871.0,7,4,3608.23,0
105396,567.0,3,2,10248.66,0
112212,551.0,4,2,49308.66,0
101670,524.0,5,2,39347.09,2
107563,567.0,8,7,14762.69,0
103633,591.0,3,2,114161.37,0
110464,671.0,4,3,9377.01,0
114301,679.0,7,5,19263.98,0
106595,744.0,8,1,5706.22,0
103954,562.0,5,3,6386.17,0
105501,545.0,2,1,28013.18,2
114319,526.0,1,1,17032.47,0
108561,690.0,6,1,7881.24,0
110328,743.0,5,1,7882.46,0
103375,465.0,4,2,10615.54,1
100103,544.0,2,1,22624.13,0
104560,653.0,5,2,18497.09,0
107668,664.0,7,3,13625.44,1
106250,739.0,6,2,5269.41,0
110204,758.0,8,3,53468.36,0
105683,598.0,3,1,27004.31,1
109009,443.0,2,1,17609.26,1
112630,718.0,6,3,63377.93,0
109727,643.0,2,1,28557.59,1
108492,669.0,7,4,20513.18,0
103325,569.0,10,10,21659.17,0
110227,595.0,2,1,16590.34,0
112956,,0,0,61659.7,0
102562,688.0,7,1,8783.03,0
101963,492.0,1,1,2848.35,1
104712,628.0,6,5,10417.65,0
103495,646.0,3,1,57798.75,0
103034,554.0,2,1,23850.57,1
108265,502.0,1,0,19674.8,0
100141,525.0,3,2,31300.92,2
109271,458.0,2,1,26110.16,2
111009,693.0,7,4,20834.9,0
108110,567.0,4,2,43496.79,1
101865,465.0,4,4,10850.14,2
108094,506.0,5,2,56777.06,1
112189,514.0,4,3,20148.4,1
113727,663.0,2,1,33101.6,0
112765,660.0,2,0,5899.49,0
106474,601.0,3,2,25457.31,0
108846,652.0,4,3,39606.35,0
112042,563.0,4,2,38655.85,0
104892,526.0,1,0,9526.8,1
101635,563.0,3,3,9402.48,0
108372,484.0,0,0,3776.35,0
112788,628.0,4,1,24263.64,0
101188,654.0,6,4,32076.04,0
106473,634.0,8,3,0.0,0
112467,563.0,1,1,15635.04,1
100304,558.0,1,1,7421.82,1
100326,496.0,3,2,21634.63,0
110049,559.0,3,2,15852.54,0
111891,614.0,2,1,27726.56,0
114194,732.0,3,1,13093.04,0
112922,563.0,3,2,24141.05,0
101213,502.0,3,1,12001.6,0
105874,540.0,1,1,95359.67,1
111517,770.0,9,3,0.0,0
106518,471.0,1,1,30761.14,0
110431,571.0,3,2,1235.93,0
106144,619.0,5,3,0.0,0
114473,511.0,1,1,48352.07,0
114096,674.0,5,2,7928.08,0
109815,605.0,2,1,29675.93,0
106099,378.0,3,1,12869.28,1
106414,561.0,6,5,41835.44,1
102161,629.0,2,1,19214.66,0
103700,757.0,2,0,529.53,0
111234,553.0,2,0,8643.84,1
105271,745.0,5,3,6589.66,0
101517,716.0,8,3,22313.02,0
109005,557.0,4,3,39040.31,0
110149,652.0,2,1,42544.96,0
106716,603.0,5,4,20874.53,1
104643,526.0,2,0,12957.72,0
106365,675.0,4,0,8144.54,0
106028,603.0,3,2,9162.12,0
107774,503.0,4,3,25046.89,0
103257,738.0,5,1,7052.55,0
113806,730.0,6,4,12348.35,0
103593,582.0,4,3,22206.5,0
114652,537.0,7,6,19917.46,0
100744,707.0,3,2,0.0,0
107934,583.0,4,1,47744.44,0
101658,735.0,4,2,36883.57,0
103259,453.0,2,1,67994.71,2
111185,569.0,2,1,33069.27,0
114592,635.0,6,4,40014.15,0
114796,505.0,4,1,31064.04,0
108588,620.0,5,0,16491.87,1
113992,685.0,5,1,1796.88,0
103133,811.0,9,3,16995.46,0
107974,500.0,2,0,21963.98,1
105691,517.0,1,0,10669.68,1
109570,395.0,0,0,53255.02,0
113720,475.0,2,1,4757.09,1
103785,518.0,6,3,24592.82,1
114380,647.0,3,1,54709.52,0
108900,669.0,3,2,5511.36,0
114497,616.0,5,1,23385.75,0
113099,531.0,3,3,19019.4,1
102572,651.0,5,1,11322.9,0
105566,634.0,5,2,13869.29,0
113284,479.0,5,4,20566.94,2
110770,661.0,6,4,4285.08,0
109567,,0,0,72629.55,0
108664,486.0,3,1,17023.3,1
103332,863.0,7,3,858.23,0
106080,565.0,7,3,44951.68,0
103182,751.0,6,3,13526.39,0
107027,684.0,5,2,15226.61,0
104537,565.0,4,1,13390.67,0
113962,810.0,10,5,742.69,0
106902,517.0,3,3,30609.88,1
111718,594.0,5,4,21675.97,0
109825,504.0,1,1,7301.39,1
107863,418.0,0,0,22311.86,0
107021,503.0,1,1,23896.84,1
102461,616.0,2,1,6706.92,0
101469,520.0,6,2,22558.2,2
105650,504.0,2,0,11679.81,1
103637,665.0,4,1,15978.6,0
113075,537.0,2,1,90645.31,1
105727,591.0,2,1,31976.98,0
103902,466.0,2,1,60577.87,2
106341,662.0,5,3,64278.26,0
102312,591.0,1,1,44092.78,1
113838,563.0,4,4,3974.02,0
109129,581.0,5,0,22306.96,1
110827,679.0,5,2,23088.1,0
101491,696.0,4,3,10098.03,0
103994,589.0,1,0,54323.14,1
103251,610.0,4,4,11215.0,1
112625,579.0,5,0,18546.36,1
111349,560.0,2,2,34470.41,0
111788,672.0,4,3,21036.46,0
103051,,0,0,7246.21,0
112737,683.0,2,1,15689.98,0
105495,574.0,4,3,60015.96,0
109653,638.0,7,4,19496.37,0
110684,573.0,6,2,25744.17,0
102747,499.0,3,2,26655.84,1
101093,574.0,1,0,24326.41,1
101272,601.0,9,2,13434.95,0
113864,436.0,0,0,15656.84,0
114465,511.0,4,1,10680.52,1
113147,602.0,3,2,24400.75,0
111268,643.0,5,2,9405.4,0
113606,592.0,1,1,26342.41,1
108822,460.0,1,1,27540.91,1
108596,567.0,5,3,54421.67,1
113301,635.0,5,4,9752.94,0
108468,622.0,4,2,12022.14,1
110999,576.0,6,3,29844.84,2
107002,541.0,3,1,40365.47,2
107374,629.0,4,1,13543.77,0
109468,668.0,3,3,10661.18,0
101569,462.0,1,0,39213.0,1
105888,652.0,11,5,7937.87,0
102196,579.0,1,1,4384.52,1
113127,688.0,6,2,27590.4,0
109584,603.0,2,0,41008.45,1
105219,680.0,5,0,25576.92,0
113857,622.0,2,1,16718.42,1
111245,591.0,7,4,7295.51,0
100210,740.0,8,1,14286.71,0
111914,745.0,5,2,8100.21,0
106353,677.0,2,0,73386.01,0
104737,508.0,1,1,51774.71,1
109347,578.0,4,1,13753.89,0
112804,529.0,3,2,16141.91,1
105964,590.0,3,1,42698.35,0
108961,687.0,4,1,18793.84,0
109341,628.0,4,1,27479.26,0
104108,612.0,4,3,6271.79,0
114389,709.0,5,1,9140.61,0
110441,835.0,6,1,11372.98,0
104443,581.0,6,2,30629.55,0
100022,700.0,3,0,10521.35,0
111772,540.0,2,1,17270.76,0
103878,529.0,4,1,15941.83,0
105702,622.0,2,1,21938.05,1
104896,623.0,4,2,34361.77,0
106694,572.0,5,4,23137.81,0
106442,737.0,3,3,19247.52,0
111302,574.0,5,1,50280.61,0
113545,727.0,6,2,27926.43,0
105096,452.0,6,4,57344.23,2
102908,625.0,5,1,23237.74,0
101024,650.0,5,2,21278.69,0
109534,652.0,3,1,5287.51,0
114725,553.0,4,2,8856.41,2
114131,519.0,4,3,17190.37,2
109479,789.0,5,2,22905.2,0
105717,780.0,9,8,10816.09,0
101614,585.0,5,2,26345.85,1
108774,681.0,6,2,4272.84,0
105297,584.0,3,1,13790.67,0
107822,480.0,5,2,54580.24,0
108711,529.0,1,1,18468.56,0
110288,714.0,10,7,18401.85,0
100394,647.0,4,2,57680.55,0
102906,717.0,6,2,20085.03,0
108696,423.0,1,1,39492.42,1
108202,512.0,6,2,8159.31,0
114411,665.0,1,1,37362.64,0
108059,685.0,2,1,82709.59,0
104998,587.0,3,3,34708.9,0
109169,635.0,2,1,26118.98,2
102239,448.0,1,1,37882.89,1
105584,565.0,1,1,12135.42,0
106650,524.0,4,2,10214.27,0
105113,669.0,1,1,13830.51,0
103264,605.0,8,5,22368.9,0
106764,661.0,3,1,20770.69,0
105012,490.0,2,1,25894.47,2
108286,640.0,3,1,26018.37,0
102207,619.0,5,1,0.0,0
113772,643.0,2,1,8189.82,0
106688,501.0,2,1,20843.48,0
112381,646.0,5,2,8182.34,0
112847,533.0,1,1,13516.59,1
105240,672.0,4,2,36539.32,0
108011,643.0,5,3,21711.56,0
106751,468.0,1,1,59635.2,1
100995,647.0,7,4,5630.61,0
102419,658.0,3,0,31201.97,0
107292,528.0,4,2,4577.83,0
102437,679.0,6,2,34717.88,0
100809,586.0,7,4,2574.06,0
105252,490.0,1,0,35935.91,0
113968,712.0,10,6,3958.87,0
113615,642.0,2,1,32860.72,0
103073,797.0,8,6,9736.17,0
105453,665.0,10,4,8298.03,0
109834,595.0,2,0,32458.85,0
110496,699.0,6,3,7880.47,0
111533,617.0,1,1,17029.84,0
110531,690.0,4,3,0.0,0
102735,503.0,1,1,2544.99,1
112601,482.0,2,1,20703.56,2
111704,629.0,3,2,8566.4,0
108393,681.0,6,4,34573.12,0
101763,671.0,3,1,15051.04,0
107366,690.0,3,2,27306.73,0
111326,477.0,6,3,62229.45,1
100475,586.0,4,2,28963.6,0
114205,547.0,3,1,28308.25,0
114755,621.0,4,1,32182.9,0
110135,717.0,6,2,5506.81,0
112150,644.0,6,3,28172.93,0
111040,579.0,0,0,27704.67,0
103531,731.0,5,1,0.0,0
101253,419.0,0,0,13769.25,0
111146,685.0,3,2,42980.1,0
113364,566.0,3,1,40597.53,0
103737,423.0,0,0,33784.78,0
110340,867.0,6,3,0.0,0
110504,501.0,4,1,43018.5,2
108420,632.0,6,5,21878.34,0
109810,664.0,4,3,30523.53,0
103844,648.0,4,3,41200.63,0
113542,701.0,9,1,6244.7,0
114898,640.0,4,1,4582.49,0
114833,605.0,1,1,28791.53,0
108617,631.0,3,1,19435.04,1
108622,700.0,5,3,6658.02,0
114759,479.0,7,6,104379.73,0
112773,556.0,3,3,23428.26,0
108385,574.0,6,4,34694.16,1
106003,570.0,1,1,11378.5,0
110316,615.0,4,2,12725.69,0
106325,667.0,5,4,8916.64,0
108254,682.0,4,2,5944.21,0
113936,482.0,4,2,23174.88,1
108290,697.0,4,2,28016.13,0
106769,719.0,2,1,21950.85,0
106773,510.0,6,5,13298.2,1
110089,566.0,3,3,64743.37,1
109971,595.0,2,1,13334.02,0
110580,598.0,3,2,30493.52,0
107263,622.0,3,0,5437.28,1
107203,613.0,1,0,26419.89,0
108264,600.0,5,3,48343.33,0
102680,589.0,4,3,28282.64,2
103253,586.0,3,1,65203.49,0
102892,480.0,2,1,28392.46,0
100012,474.0,2,2,40523.18,1
108583,581.0,6,1,18614.62,0
111312,712.0,3,1,13487.31,0
102752,604.0,7,3,11562.28,1
110047,608.0,4,3,11500.32,0
113049,700.0,5,1,91250.3,0
104207,593.0,1,1,31935.41,0
102751,694.0,6,3,10230.12,0
100974,771.0,10,3,3428.78,0
107583,593.0,8,6,5107.11,0
108329,666.0,2,1,31412.22,0
100009,696.0,3,2,16984.51,0
110350,494.0,2,1,17646.0,0
114117,540.0,0,0,85844.13,0
108568,536.0,5,1,19964.42,0
112975,641.0,6,5,3744.3,0
111382,653.0,5,1,6368.71,0
108486,520.0,6,3,39846.98,2
111490,583.0,2,1,23122.42,0
102258,620.0,5,4,12067.37,1
100954,707.0,6,4,9421.55,0
103081,654.0,2,0,36637.51,0
114995,765.0,9,3,11994.5,0
104246,703.0,5,2,10409.47,0
110430,521.0,4,2,33218.71,0
103584,632.0,4,1,0.0,0
109224,617.0,2,1,11879.48,0
112301,602.0,2,1,2354.23,0
102860,839.0,4,1,4131.14,0
106379,599.0,5,1,10436.52,0
102956,597.0,6,4,8296.75,0
113197,454.0,0,0,5964.94,0
104259,359.0,0,0,59598.12,0
109336,386.0,1,0,16815.06,1
110347,649.0,4,2,9231.3,0
105304,602.0,1,1,17418.75,0
109042,567.0,2,1,9505.8,0
111414,475.0,1,1,14496.1,0
100547,400.0,0,0,18550.76,0
109598,555.0,1,0,13292.62,1
107684,646.0,7,4,16699.99,0
106785,642.0,7,5,0.0,0
107124,673.0,5,3,0.0,0
102985,720.0,5,2,25880.35,0
100441,639.0,5,1,7891.99,0
104053,667.0,5,2,36807.25,0
114296,515.0,0,0,60085.7,0
109164,672.0,1,0,8119.56,0
112928,564.0,2,0,18359.93,2
110006,482.0,4,1,30712.32,2
101462,640.0,5,3,13576.01,0
103513,640.0,4,1,3523.17,0
105489,551.0,3,0,14155.88,0
107248,675.0,6,2,16616.69,0
104764,470.0,3,2,45443.58,0
113313,564.0,3,1,37168.1,0
108283,679.0,1,1,7266.94,0
105028,561.0,5,1,9655.28,0
110810,556.0,4,2,16353.76,1
114461,632.0,2,0,23973.4,1
113620,693.0,5,0,5600.79,0
103930,631.0,5,4,23429.58,1
104349,639.0,2,2,19105.03,0
113128,,0,0,79304.43,0
110520,597.0,1,0,11307.39,1
103236,720.0,7,2,1307.22,0
104752,639.0,5,4,28861.0,0
100946,776.0,5,3,0.0,0
107326,603.0,2,1,7089.25,1
114254,492.0,0,0,51925.85,0
103779,537.0,9,8,35148.79,0
108330,553.0,5,3,28491.41,0
114904,586.0,2,1,3610.41,1
103639,718.0,4,3,9809.81,0
112903,507.0,1,1,12893.63,0
110329,544.0,2,2,17288.45,0
103904,507.0,2,2,25232.77,0
103504,585.0,2,1,57132.77,0
106970,603.0,7,2,76259.3,0
113548,591.0,7,3,7778.89,1
107544,731.0,8,1,21917.17,0
111978,551.0,8,3,20770.08,0
111188,704.0,4,3,15003.05,0
104031,538.0,2,2,17589.4,1
106653,,0,0,23652.51,0
108975,583.0,3,3,8255.18,0
103215,434.0,1,1,64795.7,1
113736,474.0,3,1,53489.2,0
109599,682.0,12,6,10984.32,0
108339,662.0,6,4,9764.05,0
103024,638.0,1,0,1682.29,0
111563,623.0,2,1,16920.96,0
113342,603.0,3,2,4233.71,0
101374,,0,0,50241.69,0
107343,426.0,2,1,31773.03,1
110131,463.0,2,1,31445.98,1
107823,572.0,2,1,30558.2,0
112033,537.0,1,0,11124.62,0
114854,686.0,4,2,10771.11,0
112633,517.0,2,2,41769.02,1
108735,619.0,5,3,7084.99,1
108993,505.0,1,1,9866.3,0
102616,681.0,3,0,30662.24,0
109376,684.0,2,1,6257.7,0
111437,572.0,2,1,19785.4,0
101912,689.0,4,2,5028.66,0
114352,536.0,4,1,17037.69,2
112739,555.0,5,2,29947.85,0
101003,868.0,12,3,0.0,0
101760,485.0,3,3,29302.81,3
110713,591.0,2,2,22333.69,0
112286,592.0,3,3,15831.03,0
107717,658.0,3,2,9982.27,0
100093,479.0,4,1,85901.49,1
106843,491.0,2,2,113710.21,1
109384,692.0,7,4,13027.8,0
112432,786.0,4,2,1842.74,0
112558,617.0,5,3,28263.34,0
106573,608.0,2,0,12980.4,0
110277,715.0,4,1,49531.3,0
106817,548.0,1,1,15368.89,0
111425,426.0,0,0,32178.93,0
108213,747.0,5,0,6829.59,0
114206,496.0,1,1,24448.34,1
111880,681.0,7,2,8095.71,0
111001,644.0,2,1,12650.32,0
104476,492.0,1,0,31542.14,0
104527,679.0,5,0,22242.24,0
100067,394.0,1,1,79595.89,1
111852,524.0,7,4,21529.81,1
100811,702.0,7,5,5791.36,0
110502,577.0,4,2,19500.61,0
112993,690.0,5,3,15133.39,0
113803,533.0,3,3,11822.81,2
111680,556.0,3,2,4934.12,0
111634,672.0,5,2,4432.1,0
112446,574.0,1,1,39824.92,0
110261,612.0,4,2,25510.16,0
101645,666.0,5,3,17649.35,0
108156,584.0,5,3,19885.53,0
113780,640.0,3,2,8552.51,0
112608,672.0,6,5,19820.62,0
114607,518.0,3,2,81834.45,1
113252,546.0,4,2,14613.54,1
101970,720.0,5,2,6869.34,0
108371,555.0,5,3,9209.63,0
104648,759.0,6,5,21281.94,0
106713,544.0,10,2,5333.36,0
106691,396.0,2,1,79473.65,0
107658,711.0,9,6,11896.76,0
112399,626.0,2,1,2052.62,0
110815,587.0,3,2,29834.7,0
100682,,0,0,31072.47,0
105177,643.0,3,1,17539.37,0
102420,665.0,4,3,12813.01,0
106051,661.0,3,2,7980.95,0
114440,761.0,5,0,10010.74,0
114476,776.0,5,1,6154.86,0
112516,563.0,2,1,41027.79,0
103220,543.0,1,0,43113.85,0
106743,576.0,3,2,26837.73,0
108432,613.0,1,1,6603.4,0
101901,709.0,10,5,801.54,0
107633,488.0,4,2,42225.1,1
100742,539.0,1,0,29362.77,1
107926,522.0,3,0,14285.89,1
101186,692.0,6,1,6246.24,0
105231,673.0,10,6,26036.4,0
107719,556.0,2,0,40835.48,0
107551,408.0,1,0,71196.75,1
106652,637.0,2,1,28036.14,0
111689,723.0,5,1,0.0,0
104510,682.0,5,4,9713.64,0
109359,598.0,2,2,0.0,0
101706,548.0,3,2,22649.43,0
112451,666.0,7,6,5041.48,0
107147,551.0,3,2,6339.32,2
114956,614.0,5,1,18428.99,0
101566,787.0,5,1,14421.31,0
107321,640.0,1,1,4.17,0
103869,762.0,7,2,15766.85,0
111929,578.0,2,2,22118.64,0
109893,653.0,4,0,52981.57,0
107536,697.0,4,2,7975.08,0
107361,538.0,3,3,55864.23,0
106412,508.0,5,3,20241.49,1
109623,616.0,6,3,60135.38,0
107992,,0,0,47038.2,0
114560,717.0,3,3,34013.82,0
103139,,0,0,53157.81,0
100725,495.0,1,0,33529.62,1
112966,523.0,4,3,15913.43,1
109388,493.0,5,2,53985.03,3
102601,483.0,1,1,32777.51,0
111966,680.0,11,4,20933.36,1
107630,589.0,2,1,13894.13,2
107781,662.0,5,4,50807.41,0
104436,469.0,1,1,38683.6,1
111625,611.0,2,1,3675.5,0
103187,521.0,2,1,48500.6,1
100699,528.0,8,3,81949.49,2
113410,400.0,0,0,44352.33,0
110387,570.0,4,0,2270.81,1
102238,532.0,0,0,45383.03,0
109406,605.0,9,5,43925.38,0
110565,574.0,6,3,52523.08,1
112140,,0,0,119604.48,0
107121,576.0,6,1,19175.19,0
111059,488.0,0,0,86698.75,0
111665,467.0,1,1,82587.54,1
104703,603.0,5,3,11865.15,2
101891,631.0,2,1,16743.6,0
111012,778.0,11,1,0.0,0
110461,479.0,1,0,45765.9,1
104860,636.0,9,7,15270.42,0
107332,754.0,5,1,0.0,0
114428,627.0,4,2,38576.52,0
106319,596.0,1,1,36864.06,1
111487,836.0,10,1,0.0,0
101320,638.0,5,3,42635.07,0
105924,772.0,8,4,6948.48,0
113486,454.0,1,1,16035.36,1
102975,615.0,10,6,32372.95,0
113319,576.0,6,4,47346.82,1
101514,524.0,4,4,38585.63,0
103384,646.0,7,2,34048.29,0
105784,607.0,6,2,13964.04,1
111712,668.0,5,2,5779.42,0
104148,726.0,5,0,19673.81,0
102886,623.0,3,2,17851.39,0
101022,561.0,4,1,31509.13,0
109528,543.0,2,1,24701.13,0
102968,427.0,3,2,45888.7,1
107526,622.0,4,0,41903.92,0
100872,598.0,4,2,14796.23,0
109941,619.0,3,1,1460.91,0
113443,657.0,5,3,19022.39,1
109582,584.0,0,0,47775.06,0
106851,519.0,2,1,13907.03,0
113972,524.0,2,1,27339.03,1
111118,737.0,7,5,12784.76,0
108594,605.0,3,1,13704.55,0
112182,608.0,4,2,12256.79,0
108767,484.0,3,3,94815.69,1
109862,608.0,3,2,40004.96,0
111546,550.0,4,1,23524.53,0
101106,628.0,7,5,34396.31,0
114626,602.0,1,1,40325.31,1
114228,569.0,4,2,28850.94,0
114803,561.0,1,0,15759.75,0
101080,539.0,2,1,13026.74,0
104568,597.0,2,2,21817.5,2
112512,610.0,5,5,28786.01,0
104149,555.0,3,2,60531.75,0
109515,567.0,3,2,35285.94,0
100517,509.0,5,3,32824.28,1
104547,529.0,2,1,7870.47,0
107228,663.0,3,0,0.0,0
111685,821.0,7,3,0.0,0
103969,594.0,3,1,10748.6,1
100841,558.0,5,3,11054.01,1
107908,626.0,4,3,22420.12,1
111257,853.0,8,2,0.0,0
104920,575.0,4,2,12951.05,0
104914,561.0,1,1,20148.7,1
102923,563.0,5,1,63324.48,2
111943,477.0,2,1,155944.44,1
113114,626.0,4,3,56274.53,0
101490,646.0,1,1,27017.51,0
112378,,0,0,26941.19,0
103306,674.0,4,2,26666.54,0
104735,576.0,10,5,12006.12,0
107116,698.0,8,6,14944.45,0
112729,587.0,3,1,37751.53,0
107804,533.0,3,1,35005.34,0
114757,680.0,2,1,51507.71,0
104612,519.0,4,3,88303.14,0
104943,399.0,1,0,54480.41,1
106111,582.0,7,3,25432.53,1
106525,587.0,5,3,17946.46,0
107099,646.0,2,1,8571.15,1
101736,514.0,6,3,3381.85,2
114188,632.0,1,0,1139.56,1
111013,553.0,2,1,18311.98,0
106219,556.0,6,3,16874.84,2
102993,507.0,1,1,7747.48,0
113087,781.0,7,4,5394.12,0
109480,588.0,5,1,18646.56,0
108607,605.0,5,1,34465.33,0
109393,608.0,7,2,15886.82,0
102025,546.0,3,2,32657.6,0
113399,677.0,5,4,5520.37,0
103172,549.0,5,4,50895.78,1
109738,650.0,5,4,22705.77,0
101435,574.0,6,5,12047.1,0
106405,336.0,0,0,32389.96,0
105877,539.0,7,4,13966.37,0
101025,547.0,1,1,9390.48,0
102883,635.0,3,1,15514.32,0
110738,643.0,5,3,5628.17,0
105360,516.0,2,0,21058.03,0
103020,488.0,4,1,27013.22,0
104281,552.0,2,1,51000.44,2
103364,581.0,5,3,7085.58,0
100494,564.0,5,4,21978.43,1
104669,514.0,1,0,17403.76,0
104287,570.0,3,2,107358.56,1
101260,696.0,4,2,19608.74,0
114171,431.0,1,1,35836.96,1
111135,739.0,8,2,37039.48,0
110573,519.0,4,2,24933.66,0
103788,611.0,2,2,13857.07,0
108519,489.0,2,1,6349.18,1
108740,586.0,5,0,8556.16,0
102455,587.0,4,1,20240.72,1
