id,age,gender,education,employment_type,annual_income,loan_amount,loan_term,purpose,home_ownership,dependents
114077,38,Male,Masters,Salaried,133502.11,15057.58,36,Home Improvement,Rent,1.0
105333,51,Female,High School,Salaried,43306.01,29654.94,24,Debt Consolidation,Own,2.0
113386,40,Other,Bachelors,Contract,50351.64,5518.49,12,Debt Consolidation,Own,1.0
111179,45,Male,Bachelors,Unemployed,24221.5,3130.82,36,Debt Consolidation,Other,1.0
114463,52,Male,High School,Business Owner,38887.01,5938.75,84,Education,Mortgage,0.0
104289,41,Female,High School,Salaried,97003.1,37179.65,12,Business,Rent,2.0
105295,65,Male,High School,Salaried,30160.85,19238.22,72,Debt Consolidation,Rent,2.0
108938,36,Male,Bachelors,Self-Employed,45084.0,8015.98,24,Debt Consolidation,Mortgage,1.0
101713,48,Female,Masters,Unemployed,28675.88,6727.38,84,Debt Consolidation,Rent,6.0
110598,52,Female,High School,Contract,44870.32,19764.07,36,Medical,Other,4.0
103922,37,Male,High School,Unemployed,8000.0,500.0,12,Home Improvement,Mortgage,1.0
109158,54,Female,Masters,Contract,72001.49,23710.83,48,Education,Own,3.0
107825,47,Male,High School,Salaried,31294.65,17371.2,48,Debt Consolidation,Own,1.0
101501,50,Male,High School,Unemployed,8738.36,1112.01,48,Debt Consolidation,Other,2.0
102292,69,Female,Bachelors,Salaried,86362.22,7708.01,48,Wedding,Mortgage,0.0
101511,58,Female,Bachelors,Salaried,91289.17,11079.26,36,Education,Rent,4.0
104650,61,Female,High School,Salaried,50106.33,8122.86,72,Debt Consolidation,Mortgage,2.0
106831,39,Male,Other,Unemployed,8000.0,2242.42,48,Auto,Rent,0.0
108487,48,Male,High School,Unemployed,9535.1,1742.45,48,Education,Mortgage,1.0
104085,62,Female,Bachelors,Salaried,97623.23,52931.64,48,Debt Consolidation,Rent,2.0
104389,75,Male,Masters,Salaried,134339.24,80829.44,36,Business,Mortgage,2.0
109026,70,Other,Doctorate,Contract,132771.91,40957.95,84,Home Improvement,Mortgage,1.0
102703,37,Female,Masters,Salaried,134361.27,18372.83,24,Debt Consolidation,Rent,3.0
108654,50,Male,Bachelors,Salaried,56746.6,9325.16,72,Other,Mortgage,3.0
107326,65,Female,Bachelors,Business Owner,50890.36,16358.81,36,Education,Mortgage,5.0
113931,39,Female,Doctorate,Business Owner,125844.6,43975.1,24,Education,Own,1.0
109945,34,Male,Masters,Salaried,99609.07,16734.86,48,Vacation,Rent,1.0
106095,40,Female,Doctorate,Business Owner,236665.89,60285.42,60,Medical,Mortgage,1.0
101480,61,Male,Bachelors,Salaried,43316.25,22844.66,36,Debt Consolidation,Other,4.0
109539,30,Male,Bachelors,Salaried,66515.24,41472.9,84,Auto,Mortgage,0.0
105282,72,Male,Masters,Salaried,102890.86,41821.1,48,Education,Own,5.0
105072,70,Female,High School,Salaried,36037.8,25440.46,48,Vacation,Other,3.0
104585,53,Female,High School,Salaried,57558.09,26453.58,60,Auto,Rent,3.0
111908,75,Female,Masters,Salaried,90769.06,26990.41,60,Medical,Rent,4.0
110013,39,Male,High School,Salaried,55370.31,8511.69,60,Debt Consolidation,Rent,2.0
106223,31,Female,Masters,Self-Employed,78794.24,34176.62,48,Business,Own,0.0
113995,52,Female,Bachelors,Salaried,112692.17,10061.39,36,Debt Consolidation,Own,6.0
104924,67,Female,High School,Salaried,38228.64,9689.02,60,Debt Consolidation,Rent,4.0
104350,70,Female,Bachelors,Salaried,91346.35,26588.08,72,Wedding,Rent,3.0
113965,48,Male,Bachelors,Self-Employed,92671.73,49810.79,60,Education,Mortgage,4.0
114267,26,Male,Bachelors,Salaried,51583.3,4702.02,24,Debt Consolidation,Mortgage,0.0
102281,75,Male,High School,Salaried,44063.85,8945.45,48,Education,Rent,0.0
107794,41,Female,Bachelors,Unemployed,9630.8,718.99,72,Business,Mortgage,1.0
114264,51,Male,Masters,Salaried,76382.37,7312.75,84,Education,Rent,1.0
112978,56,Female,Bachelors,Salaried,61335.45,27601.42,84,Home Improvement,Rent,1.0
107985,31,Female,High School,Contract,28221.31,21576.06,36,Medical,Rent,1.0
110248,65,Male,Bachelors,Unemployed,10328.55,1444.48,24,Debt Consolidation,Mortgage,5.0
114822,38,Female,High School,Salaried,16784.41,3585.43,36,Auto,Rent,3.0
108517,56,Female,Masters,Business Owner,154961.35,88975.96,36,Debt Consolidation,Mortgage,2.0
101790,59,Male,Masters,Salaried,104719.97,41245.26,60,Business,Mortgage,1.0
102687,57,Male,Bachelors,Salaried,90023.87,49603.71,24,Medical,Rent,2.0
101251,75,Female,Bachelors,Salaried,100107.04,59380.18,72,Debt Consolidation,Own,0.0
106656,71,Female,Masters,Salaried,94426.77,45582.67,24,Auto,Own,6.0
106166,75,Male,Other,Salaried,86254.59,43880.19,72,Debt Consolidation,Mortgage,6.0
106625,60,Male,High School,Business Owner,50635.35,34131.28,36,Other,Rent,3.0
111321,47,Female,High School,Contract,17795.24,12048.12,72,Medical,Rent,2.0
111451,64,Male,Bachelors,Salaried,80392.78,47498.26,24,Medical,Rent,3.0
108739,60,Female,Masters,Self-Employed,75909.53,3825.47,60,Medical,Rent,3.0
111443,45,Male,Masters,Self-Employed,138054.03,28055.35,24,Debt Consolidation,Rent,0.0
110972,75,Male,Bachelors,Self-Employed,50570.07,31925.69,36,Medical,Mortgage,2.0
111371,75,Female,Masters,Salaried,45470.95,24666.38,36,Auto,Rent,3.0
106263,74,Female,Masters,Self-Employed,88497.81,20802.84,48,Medical,Own,4.0
102304,75,Female,High School,Salaried,48332.63,23352.25,24,Business,Mortgage,4.0
114655,63,Female,High School,Salaried,54472.75,13301.73,36,Wedding,Own,0.0
114391,38,Male,Bachelors,Self-Employed,,43302.7,72,Debt Consolidation,Own,3.0
112936,43,Male,High School,Contract,34365.22,15621.16,48,Auto,Mortgage,1.0
110437,49,Female,Masters,Salaried,70588.67,25011.77,72,Business,Own,1.0
104415,52,Male,Bachelors,Self-Employed,93421.72,22120.71,84,Debt Consolidation,Mortgage,0.0
108195,48,Male,Bachelors,Self-Employed,87106.46,10867.48,36,Debt Consolidation,Mortgage,1.0
102684,46,Male,High School,Contract,49768.88,7828.93,48,Debt Consolidation,Other,2.0
106415,43,Female,High School,Self-Employed,55506.07,18121.27,36,Debt Consolidation,Rent,1.0
103311,58,Female,Bachelors,Business Owner,103946.52,52732.63,36,Medical,Rent,4.0
108400,58,Male,High School,Salaried,42483.33,16829.0,60,Business,Rent,3.0
109251,75,Male,High School,Salaried,38209.09,14455.49,60,Auto,Mortgage,4.0
109299,36,Male,High School,Business Owner,43881.29,18633.15,12,Vacation,Mortgage,2.0
108110,47,Male,Bachelors,Salaried,51233.11,11858.28,72,Auto,Mortgage,4.0
108970,39,Male,Bachelors,Salaried,26582.14,11175.61,12,Medical,Rent,2.0
108852,59,Female,Bachelors,Self-Employed,66906.18,30867.69,36,Debt Consolidation,Mortgage,5.0
100874,70,Female,Masters,Salaried,136100.29,92767.52,60,Home Improvement,Rent,2.0
102815,48,Female,Bachelors,Salaried,37705.29,6199.32,84,Home Improvement,Mortgage,0.0
108617,51,Male,Bachelors,Salaried,66545.81,21006.59,36,Medical,Mortgage,1.0
114051,47,Male,Bachelors,Salaried,51506.06,10768.78,48,Medical,Mortgage,3.0
102649,53,Female,High School,Self-Employed,61938.58,26269.48,72,Other,Own,2.0
109474,49,Male,Bachelors,Salaried,126196.06,29347.08,48,Education,Mortgage,2.0
104892,75,Male,High School,Contract,35624.72,7932.61,12,Medical,Rent,4.0
112638,60,Male,Masters,Salaried,73084.73,46732.48,24,Education,Rent,4.0
114518,41,Male,Bachelors,Salaried,87907.33,54277.27,72,Debt Consolidation,Rent,0.0
100814,67,Male,Bachelors,Contract,63934.66,34860.63,36,Debt Consolidation,Rent,
109269,60,Female,Masters,Self-Employed,87881.97,48949.43,48,Business,Own,2.0
108315,40,Female,Bachelors,Salaried,63311.55,11831.5,84,Debt Consolidation,Rent,1.0
106443,46,Male,Bachelors,Salaried,53844.43,24705.5,72,Home Improvement,Mortgage,0.0
104041,50,Male,Masters,Contract,93994.67,5625.92,36,Debt Consolidation,Own,0.0
102006,48,Male,High School,Salaried,55616.54,13117.64,24,Home Improvement,Rent,1.0
109689,75,Female,Bachelors,Salaried,48831.58,18816.11,48,Education,Mortgage,2.0
102612,53,Female,Bachelors,Contract,66851.57,23320.32,48,Debt Consolidation,Rent,1.0
113633,41,Male,Doctorate,Self-Employed,166566.32,93362.55,48,Wedding,Own,
113765,41,Male,Bachelors,Salaried,68312.71,48626.52,48,Education,Mortgage,1.0
100339,34,Female,Bachelors,Self-Employed,71138.85,57785.69,36,Debt Consolidation,Own,0.0
110728,68,Female,Bachelors,Salaried,77361.71,40157.49,84,Debt Consolidation,Own,3.0
107029,45,Female,Masters,Salaried,49736.45,21121.54,60,Business,Rent,4.0
108429,74,Other,Bachelors,Salaried,48592.14,27475.91,48,Other,Rent,2.0
113596,46,Female,Masters,Self-Employed,52188.89,15271.54,72,Debt Consolidation,Mortgage,0.0
105027,49,Male,Masters,Unemployed,28583.24,17323.64,36,Medical,Rent,3.0
108986,53,Male,Bachelors,Salaried,92545.87,7022.81,60,Wedding,Other,1.0
113469,75,Male,High School,Unemployed,22608.77,7095.63,48,Debt Consolidation,Rent,3.0
111389,33,Female,High School,Self-Employed,42223.16,27072.53,12,Debt Consolidation,Mortgage,2.0
101348,58,Male,Doctorate,Self-Employed,175431.25,39083.12,60,Vacation,Mortgage,1.0
113324,37,Female,High School,Self-Employed,33456.72,6216.46,60,Business,Rent,1.0
104454,62,Male,Masters,Salaried,172855.04,52263.9,48,Home Improvement,Rent,4.0
114277,50,Female,High School,Salaried,65388.17,25433.32,36,Debt Consolidation,Mortgage,1.0
108158,48,Female,High School,Salaried,34659.47,12567.08,36,Auto,Mortgage,3.0
107003,60,Male,Bachelors,Salaried,97536.61,17564.75,48,Business,Mortgage,1.0
105236,63,Male,High School,Contract,26140.34,5614.64,24,Debt Consolidation,Rent,4.0
105679,58,Male,Masters,Self-Employed,,60481.96,48,Business,Own,2.0
101618,41,Male,Masters,Business Owner,119931.14,32985.4,48,Wedding,Rent,1.0
108540,26,Male,High School,Business Owner,37501.75,13355.68,60,Vacation,Rent,2.0
109533,64,Male,Masters,Business Owner,68252.9,17328.19,60,Business,Rent,1.0
107292,63,Male,Bachelors,Business Owner,106190.43,12225.72,36,Auto,Mortgage,3.0
102285,75,Male,Masters,Salaried,110172.43,24519.1,24,Vacation,Rent,6.0
108316,46,Female,Bachelors,Self-Employed,57591.48,18546.77,36,Debt Consolidation,Rent,1.0
107870,50,Male,Masters,Business Owner,113261.05,15018.7,36,Debt Consolidation,Mortgage,1.0
106488,56,Female,High School,Contract,23676.41,6332.37,36,Medical,Rent,1.0
107436,68,Female,Doctorate,Salaried,151260.21,36979.03,60,Debt Consolidation,Rent,2.0
101215,66,Male,Bachelors,Unemployed,33448.08,5320.07,60,Home Improvement,Rent,0.0
105471,53,Female,Masters,Self-Employed,140847.33,64427.09,36,Debt Consolidation,Rent,5.0
102219,44,Male,High School,Contract,38165.35,4952.32,24,Auto,Mortgage,2.0
110919,54,Female,High School,Salaried,31778.13,19459.8,24,Home Improvement,Rent,
109475,40,Male,High School,Salaried,44100.11,18443.59,36,Education,Rent,1.0
103620,75,Male,Masters,Self-Employed,95946.76,58590.23,36,Business,Rent,3.0
102736,63,Male,Bachelors,Salaried,51631.49,19797.36,24,Other,Mortgage,4.0
107348,64,Male,Bachelors,Contract,73340.07,40859.01,48,Wedding,Rent,3.0
114710,67,Female,Doctorate,Salaried,85828.59,31700.74,48,Business,Rent,0.0
106267,39,Male,High School,Salaried,48924.41,40203.9,12,Vacation,Mortgage,2.0
104310,59,Female,Bachelors,Salaried,55350.29,28679.78,24,Home Improvement,Other,1.0
108104,50,Male,Bachelors,Business Owner,122159.42,10620.44,72,Other,Rent,0.0
113896,75,Male,Bachelors,Salaried,100310.27,34828.16,60,Education,Mortgage,
103073,41,Male,Masters,Salaried,113375.28,10766.96,60,Education,Rent,1.0
109389,62,Female,Masters,Salaried,56786.65,31705.72,24,Business,Own,1.0
102274,46,Male,Bachelors,Salaried,80870.03,44399.22,12,Debt Consolidation,Rent,1.0
100650,63,Male,Masters,Salaried,69653.01,8565.0,24,Other,Mortgage,4.0
105025,40,Female,Bachelors,Salaried,129651.54,17638.9,84,Education,Mortgage,2.0
114254,38,Female,Masters,Self-Employed,96387.18,71637.92,24,Home Improvement,Rent,1.0
112498,49,Female,High School,Business Owner,63938.77,47694.25,72,Other,Rent,0.0
101265,42,Female,Bachelors,Unemployed,11477.55,6248.02,60,Debt Consolidation,Mortgage,1.0
113637,75,Other,Bachelors,Business Owner,86059.76,59965.93,48,Auto,Rent,0.0
112063,63,Male,Bachelors,Salaried,69481.43,51841.18,12,Auto,Mortgage,4.0
111541,75,Male,High School,Contract,37693.66,4694.34,60,Debt Consolidation,Mortgage,1.0
102845,41,Female,Masters,Salaried,110293.22,59746.51,48,Auto,Rent,0.0
104138,60,Male,High School,Self-Employed,51273.28,10591.95,36,Debt Consolidation,Rent,3.0
108564,30,Male,Bachelors,Salaried,110938.53,41359.57,24,Auto,Mortgage,1.0
113493,52,Male,Bachelors,Salaried,65475.15,6969.68,48,Medical,Own,2.0
107898,44,Male,Bachelors,Salaried,59371.6,26934.95,24,Debt Consolidation,Rent,3.0
100397,55,Male,Doctorate,Contract,142816.26,43332.17,48,Business,Rent,3.0
112871,56,Female,Masters,Contract,76146.09,25089.18,72,Medical,Rent,3.0
109242,66,Female,Bachelors,Self-Employed,91346.29,52371.15,24,Business,Rent,1.0
100936,53,Female,Masters,Contract,86389.88,47568.28,60,Education,Own,3.0
103785,70,Female,High School,Business Owner,32293.14,10924.05,48,Vacation,Own,1.0
106123,58,Male,High School,Contract,22372.83,10354.99,36,Education,Mortgage,4.0
114860,55,Male,High School,Unemployed,8536.3,1938.53,12,Business,Own,3.0
114181,51,Male,Bachelors,Self-Employed,77171.71,55591.36,24,Education,Own,
104986,39,Female,Bachelors,Self-Employed,51582.17,18714.53,60,Debt Consolidation,Own,0.0
113549,63,Female,Masters,Salaried,86019.2,16118.42,24,Debt Consolidation,Mortgage,3.0
108509,41,Male,Bachelors,Salaried,54771.73,16486.32,72,Debt Consolidation,Mortgage,0.0
114707,39,Male,Bachelors,Business Owner,72303.55,25858.94,36,Business,Rent,
109622,48,Male,Bachelors,Self-Employed,89135.1,31471.92,60,Debt Consolidation,Rent,1.0
111672,75,Female,High School,Salaried,56143.37,36750.6,48,Home Improvement,Own,
106253,45,Male,Bachelors,Salaried,64956.51,36377.37,36,Medical,Mortgage,1.0
101727,53,Female,Masters,Salaried,77327.25,19422.87,36,Other,Own,3.0
101784,38,Female,Bachelors,Self-Employed,74997.48,33800.2,48,Debt Consolidation,Own,1.0
110569,53,Female,Bachelors,Salaried,107726.36,55112.75,48,Business,Mortgage,2.0
109823,66,Female,Bachelors,Salaried,80196.93,22190.91,24,Other,Rent,3.0
107104,47,Female,Other,Business Owner,116322.95,17279.95,60,Debt Consolidation,Rent,1.0
100156,40,Female,High School,Salaried,46338.7,28099.12,36,Debt Consolidation,Mortgage,2.0
103298,38,Male,High School,Contract,26675.7,13156.63,72,Wedding,Rent,2.0
114897,43,Male,Bachelors,Salaried,103923.49,37557.61,48,Debt Consolidation,Rent,1.0
109447,64,Male,Masters,Self-Employed,110591.47,27418.03,84,Business,Rent,2.0
104158,36,Female,Masters,Salaried,76728.59,19139.68,36,Other,Mortgage,0.0
113814,37,Female,High School,Unemployed,10696.15,5148.08,12,Auto,Rent,0.0
102827,39,Female,Bachelors,Self-Employed,63059.68,11320.47,48,Other,Mortgage,3.0
107692,70,Male,High School,Contract,35068.42,18423.8,24,Debt Consolidation,Own,4.0
112739,65,Male,Bachelors,Salaried,71000.43,16016.98,24,Home Improvement,Own,0.0
113151,46,Female,High School,Business Owner,42646.95,17000.35,48,Auto,Other,6.0
105081,54,Male,High School,Self-Employed,34510.28,6658.46,60,Business,Rent,0.0
114879,43,Male,Bachelors,Business Owner,86247.9,42783.56,24,Auto,Rent,2.0
114307,37,Male,High School,Self-Employed,45553.09,24425.46,60,Debt Consolidation,Rent,0.0
114731,52,Male,Bachelors,Salaried,81368.89,6895.81,72,Home Improvement,Rent,1.0
107386,59,Male,Masters,Self-Employed,,39530.41,60,Debt Consolidation,Mortgage,5.0
112608,46,Female,Masters,Contract,39583.39,4022.77,48,Debt Consolidation,Mortgage,4.0
110667,61,Male,Bachelors,Self-Employed,155236.18,60714.1,60,Medical,Mortgage,0.0
113436,32,Female,High School,Contract,30328.28,20382.45,36,Business,Other,1.0
105673,69,Female,Bachelors,Salaried,91354.94,18898.77,60,Auto,Rent,2.0
107520,50,Male,Doctorate,Salaried,251675.18,110625.17,48,Debt Consolidation,Own,1.0
109432,62,Male,Bachelors,Self-Employed,116837.83,61508.03,60,Debt Consolidation,Mortgage,3.0
113276,43,Male,High School,Salaried,36333.12,10332.53,36,Wedding,Rent,1.0
105526,44,Female,High School,Self-Employed,,14720.04,72,Vacation,Rent,2.0
106239,54,Female,Masters,Salaried,93578.4,14406.74,24,Education,Rent,2.0
106191,50,Female,High School,Salaried,26415.26,4023.76,36,Debt Consolidation,Mortgage,2.0
113064,75,Female,Bachelors,Self-Employed,90283.11,44117.62,36,Wedding,Mortgage,4.0
103771,43,Female,Bachelors,Salaried,26853.42,22560.79,48,Wedding,Mortgage,2.0
105780,62,Male,Bachelors,Contract,59668.63,15559.06,24,Business,Rent,1.0
110024,53,Male,Bachelors,Self-Employed,,16527.36,48,Home Improvement,Mortgage,4.0
100621,43,Female,Bachelors,Salaried,65877.61,19921.83,12,Wedding,Other,1.0
110423,42,Male,Bachelors,Business Owner,43205.55,2176.76,60,Debt Consolidation,Mortgage,0.0
109143,52,Male,Masters,Salaried,180103.41,22491.51,72,Education,Own,1.0
114623,27,Female,Bachelors,Contract,23988.76,6761.44,72,Vacation,Other,0.0
100983,32,Male,Bachelors,Contract,53569.23,11671.65,72,Education,Mortgage,4.0
105096,50,Female,Doctorate,Business Owner,179968.16,84885.82,72,Education,Rent,2.0
104413,46,Female,Masters,Salaried,104080.09,33776.83,60,Auto,Mortgage,1.0
111146,58,Male,High School,Salaried,66947.42,25160.26,24,Auto,Other,2.0
105532,47,Female,High School,Self-Employed,43287.85,26300.09,36,Home Improvement,Mortgage,2.0
109837,75,Female,Other,Self-Employed,61336.53,23958.57,36,Debt Consolidation,Mortgage,1.0
114343,40,Female,Bachelors,Business Owner,116620.86,71174.48,60,Home Improvement,Own,1.0
102548,40,Female,Masters,Salaried,64915.41,40124.59,24,Medical,Own,0.0
100965,35,Female,Other,Contract,47997.56,11336.39,36,Home Improvement,Mortgage,2.0
104359,57,Female,High School,Salaried,57216.06,33908.37,12,Education,Rent,2.0
105749,63,Male,Bachelors,Salaried,87098.03,57098.95,48,Business,Own,1.0
108369,48,Female,Other,Salaried,34658.41,11839.13,36,Medical,Rent,2.0
107364,53,Male,Bachelors,Self-Employed,82806.44,26266.54,72,Other,Rent,2.0
105872,28,Male,Bachelors,Contract,41105.76,19515.31,60,Wedding,Mortgage,0.0
109057,47,Female,Bachelors,Salaried,58302.72,41467.67,36,Medical,Own,1.0
114715,65,Male,Masters,Salaried,124283.04,14846.54,48,Debt Consolidation,Mortgage,2.0
111783,70,Female,High School,Self-Employed,45230.45,27431.86,36,Auto,Own,3.0
104501,42,Female,Doctorate,Salaried,170706.33,22969.99,48,Auto,Own,2.0
104511,72,Male,Doctorate,Salaried,112655.6,9765.2,72,Debt Consolidation,Own,5.0
103135,70,Female,Masters,Self-Employed,163074.01,112111.19,60,Debt Consolidation,Own,3.0
101117,57,Male,Bachelors,Salaried,68162.67,51953.34,60,Vacation,Mortgage,3.0
103578,35,Female,Masters,Salaried,62974.96,53406.95,36,Auto,Mortgage,0.0
107243,75,Male,Masters,Contract,103323.12,30215.86,12,Education,Mortgage,4.0
106402,75,Female,Bachelors,Salaried,73362.67,36268.04,12,Home Improvement,Mortgage,5.0
102405,41,Female,High School,Self-Employed,49951.23,28655.05,48,Debt Consolidation,Own,3.0
103864,59,Male,High School,Salaried,61145.57,9647.79,12,Other,Rent,6.0
101510,66,Female,High School,Salaried,78597.43,13435.49,48,Debt Consolidation,Rent,1.0
102867,52,Female,High School,Contract,41392.32,11102.57,24,Debt Consolidation,Rent,3.0
113567,48,Male,Bachelors,Self-Employed,35818.79,18181.67,48,Medical,Mortgage,2.0
114128,58,Male,High School,Self-Employed,,4306.38,24,Vacation,Rent,0.0
108531,64,Female,Masters,Salaried,91989.32,18957.27,12,Debt Consolidation,Mortgage,2.0
109744,51,Female,Bachelors,Contract,77480.44,9788.45,60,Debt Consolidation,Rent,3.0
102589,33,Male,Masters,Self-Employed,60696.26,10457.37,60,Wedding,Rent,1.0
108262,48,Male,Masters,Unemployed,19311.48,7997.52,60,Vacation,Mortgage,2.0
106578,45,Male,High School,Self-Employed,46302.7,29402.04,24,Business,Rent,3.0
110018,45,Male,Bachelors,Business Owner,86118.44,18399.28,24,Other,Mortgage,2.0
103212,75,Male,High School,Self-Employed,26713.24,14024.31,72,Wedding,Mortgage,3.0
103255,73,Male,High School,Unemployed,14169.87,799.77,60,Medical,Mortgage,2.0
101398,49,Female,Bachelors,Salaried,91326.32,59681.63,48,Debt Consolidation,Own,1.0
111428,40,Female,High School,Salaried,25978.82,6992.6,36,Auto,Own,0.0
114107,75,Female,Masters,Contract,128163.82,76008.29,36,Business,Rent,2.0
112954,31,Male,Bachelors,Contract,63754.63,47170.17,48,Vacation,Rent,1.0
110917,42,Male,Bachelors,Salaried,49254.62,7753.7,24,Business,Mortgage,2.0
103514,65,Male,Bachelors,Business Owner,57520.22,30889.53,36,Debt Consolidation,Mortgage,1.0
104145,51,Female,Masters,Self-Employed,112126.15,37344.09,48,Debt Consolidation,Mortgage,4.0
113934,42,Male,Masters,Salaried,105677.06,31269.84,48,Business,Rent,0.0
107115,41,Female,Masters,Business Owner,123044.22,54697.8,24,Home Improvement,Mortgage,1.0
106035,56,Female,High School,Unemployed,9774.47,5743.29,24,Debt Consolidation,Rent,0.0
111776,55,Male,Bachelors,Salaried,46702.42,19741.35,36,Business,Other,3.0
103076,64,Female,Bachelors,Self-Employed,,40951.9,24,Medical,Rent,
107020,44,Female,High School,Unemployed,8985.74,5225.35,24,Debt Consolidation,Mortgage,1.0
104255,59,Female,High School,Self-Employed,72456.89,54746.57,24,Business,Mortgage,1.0
103633,35,Male,Masters,Salaried,102254.02,10319.58,48,Auto,Own,2.0
112504,58,Male,Masters,Salaried,104588.71,16021.11,60,Business,Rent,1.0
111441,61,Female,High School,Salaried,50297.86,23269.96,36,Home Improvement,Rent,2.0
108423,56,Female,High School,Salaried,49293.57,7067.26,36,Home Improvement,Own,3.0
101836,50,Male,High School,Self-Employed,54516.17,31017.7,84,Debt Consolidation,Mortgage,1.0
114854,73,Female,Bachelors,Business Owner,89715.04,17899.88,60,Auto,Own,5.0
108813,41,Male,Bachelors,Salaried,45138.94,21952.12,36,Medical,Own,0.0
114269,75,Male,Bachelors,Business Owner,57918.65,23332.51,48,Auto,Mortgage,0.0
107798,43,Male,Bachelors,Salaried,76260.63,31518.42,84,Debt Consolidation,Rent,0.0
107071,43,Male,Bachelors,Salaried,67804.27,11023.12,48,Medical,Rent,1.0
100764,55,Male,Bachelors,Self-Employed,66734.87,46966.65,60,Home Improvement,Rent,5.0
101092,64,Male,High School,Salaried,43289.76,22480.61,24,Debt Consolidation,Mortgage,1.0
106301,52,Male,Bachelors,Unemployed,19481.17,4682.47,60,Debt Consolidation,Rent,4.0
100675,45,Male,Masters,Self-Employed,98228.73,47007.01,72,Debt Consolidation,Rent,2.0
113372,45,Male,High School,Business Owner,60768.0,18598.25,12,Other,Rent,3.0
102302,37,Male,Bachelors,Business Owner,146688.9,80403.17,36,Education,Mortgage,1.0
105130,46,Female,Bachelors,Self-Employed,38494.49,22420.71,48,Medical,Mortgage,0.0
113430,48,Male,Bachelors,Business Owner,91996.97,31492.4,72,Auto,Mortgage,1.0
111231,68,Female,Bachelors,Salaried,44011.34,27409.93,36,Debt Consolidation,Other,4.0
107820,75,Female,Bachelors,Self-Employed,59143.29,40947.08,72,Debt Consolidation,Rent,2.0
108609,37,Female,High School,Salaried,27273.64,6448.43,48,Medical,Own,2.0
113763,55,Male,Masters,Salaried,123329.76,74540.02,48,Education,Own,3.0
106032,41,Other,Masters,Salaried,35008.47,6813.09,36,Debt Consolidation,Rent,2.0
114393,74,Male,Bachelors,Salaried,85718.14,16794.17,60,Home Improvement,Own,2.0
111131,55,Other,Bachelors,Salaried,126929.0,9725.17,24,Vacation,Rent,6.0
100700,55,Female,Masters,Self-Employed,92970.66,28847.34,60,Home Improvement,Rent,0.0
106289,75,Male,Bachelors,Contract,48865.28,3138.34,36,Auto,Rent,4.0
113066,59,Male,Bachelors,Unemployed,25597.61,2078.13,24,Auto,Rent,3.0
114377,49,Male,Bachelors,Contract,46448.53,31557.18,48,Wedding,Mortgage,1.0
112904,59,Male,Masters,Salaried,93612.62,53915.11,60,Home Improvement,Mortgage,5.0
100784,52,Male,Bachelors,Salaried,109875.24,5687.38,36,Debt Consolidation,Rent,0.0
112335,59,Female,Doctorate,Self-Employed,97588.7,72722.62,48,Education,Mortgage,1.0
111034,53,Male,Masters,Business Owner,145551.97,15389.05,36,Business,Mortgage,1.0
103386,46,Male,Bachelors,Self-Employed,108977.82,86014.09,36,Debt Consolidation,Rent,4.0
106571,70,Male,Masters,Business Owner,139262.22,40161.13,12,Debt Consolidation,Other,1.0
107174,50,Female,Bachelors,Contract,60598.03,7444.26,36,Debt Consolidation,Rent,4.0
102915,57,Female,Doctorate,Self-Employed,148356.57,18727.96,48,Debt Consolidation,Rent,4.0
110517,46,Female,High School,Salaried,36651.33,5562.77,84,Vacation,Rent,2.0
104583,30,Male,Bachelors,Business Owner,72094.99,11198.81,72,Home Improvement,Own,3.0
113447,32,Female,High School,Salaried,24865.56,1919.6,48,Business,Own,0.0
109136,51,Female,Bachelors,Salaried,54400.98,4272.63,84,Business,Mortgage,2.0
113502,39,Female,Masters,Contract,52206.97,14560.29,36,Debt Consolidation,Rent,1.0
114119,35,Male,Bachelors,Salaried,46626.06,30390.0,24,Auto,Rent,1.0
104550,29,Male,Bachelors,Contract,36563.63,4306.52,72,Debt Consolidation,Mortgage,1.0
101626,41,Male,Bachelors,Business Owner,106921.64,32745.39,24,Debt Consolidation,Own,0.0
103376,75,Female,Bachelors,Salaried,96698.33,55948.1,24,Other,Rent,1.0
108311,35,Male,Bachelors,Business Owner,84153.03,12548.89,24,Other,Rent,3.0
107094,32,Male,Bachelors,Salaried,75321.34,25102.32,48,Education,Rent,
104580,75,Female,Bachelors,Salaried,72315.46,5097.08,72,Medical,Mortgage,1.0
102667,49,Male,Masters,Salaried,51941.4,7209.96,48,Auto,Mortgage,3.0
110585,69,Male,High School,Contract,25652.88,13552.2,60,Other,Rent,3.0
112915,55,Female,Bachelors,Salaried,131073.8,27676.59,48,Medical,Mortgage,4.0
100273,56,Male,Bachelors,Salaried,51920.89,18304.12,72,Other,Mortgage,2.0
113643,62,Male,Bachelors,Salaried,96058.24,24959.47,36,Debt Consolidation,Rent,1.0
104476,36,Male,Bachelors,Salaried,96111.51,28083.24,60,Auto,Rent,1.0
101945,72,Female,Bachelors,Salaried,63862.76,7055.41,36,Business,Own,4.0
106072,44,Female,Bachelors,Contract,47687.64,36065.84,72,Debt Consolidation,Mortgage,0.0
110404,54,Female,Bachelors,Salaried,68353.79,32875.53,12,Education,Rent,3.0
100519,66,Female,High School,Salaried,28261.07,13255.11,84,Debt Consolidation,Rent,0.0
103943,65,Male,Masters,Salaried,47644.29,30851.61,48,Wedding,Rent,1.0
